comment_id,genocide,confidence,index
39073,2.0,0.5903893005003844,0
13076,0.0,0.6464463617357735,1
21293,,0.0,2
43507,0.0,0.9381378329711401,3
29154,0.0,0.9715027957859235,4
43935,3.0,0.7223910066763213,5
20384,0.0,0.7955866954096811,6
15802,3.0,0.595128352328526,7
1253,1.0,0.6348873639930036,8
20070,3.0,0.3863896745007956,9
20065,0.0,0.9954772438787033,10
12121,0.0,0.9925679933884944,11
38267,2.0,0.48623455388977627,12
809,3.0,0.5459530886296077,13
20021,4.0,0.5297938779069625,14
8369,3.0,0.3145152280810344,15
20043,3.0,0.4225164716099968,16
11064,3.0,0.8621342111579131,17
20004,4.0,0.6844452209170527,18
20048,2.0,0.5430110416868603,19
19671,0.0,0.5325522190708685,20
20012,,0.0,21
42092,0.0,0.7316797568646306,22
8937,0.0,0.923237597024974,23
19815,0.0,0.6995527060033361,24
41212,3.0,0.7243801284329163,25
20007,3.0,0.5531648011277457,26
6214,0.0,0.5484663939903143,27
37970,0.0,0.8322479269511465,28
20016,4.0,0.4940218858749873,29
28621,2.0,0.4314937460324019,30
25932,4.0,0.572619142375223,31
38787,0.0,0.9192432973600198,32
20029,0.0,0.7654530917074639,33
2009,3.0,0.7422805834766875,34
38423,,0.0,35
20062,0.0,0.9239413865742385,36
29710,,0.0,37
34899,0.0,0.5168224558279881,38
20064,0.0,0.9988351341365479,39
20028,3.0,0.44835346374162127,40
13756,0.0,0.7338448856764186,41
20067,0.0,0.9965454881303825,42
19343,,0.0,43
23410,1.0,0.49572780439281106,44
20018,3.0,0.5362140373330937,45
11248,0.0,0.8997196323555605,46
15312,0.0,0.7224780318515152,47
20014,0.0,0.4630834291004746,48
20053,2.0,0.5398521862283645,49
42897,0.0,0.6482275850837756,50
20033,,0.0,51
26548,3.0,0.7675805274553043,52
20034,4.0,0.5523649712849231,53
4458,0.0,0.5718987542373964,54
42704,3.0,0.36074478531553356,55
43793,3.0,0.6203360437145989,56
2173,4.0,0.8782700015766023,57
49597,0.0,0.6346288595582532,58
11466,2.0,0.38961806924828707,59
20005,,0.0,60
42470,0.0,0.9813047379731027,61
42646,3.0,0.7273925330681291,62
20009,,0.0,63
48425,0.0,0.8883448017721769,64
8041,0.0,0.8947741544801264,65
16493,0.0,0.9990568720078982,66
20057,,0.0,67
20055,1.0,0.529622657132923,68
13674,2.0,0.4543345150279776,69
22918,2.0,0.38374462872375587,70
20020,3.0,0.7850567751921839,71
24631,4.0,0.9583225036007629,72
6616,0.0,0.9829109157388615,73
17732,1.0,0.7186935428262116,74
10476,0.0,0.9720828041400785,75
2747,0.0,0.820853975539938,76
15026,0.0,0.7489235430692969,77
31779,0.0,0.9805154782582595,78
30261,0.0,0.6878504706810339,79
8503,1.0,0.5759667414954389,80
30061,,0.0,81
2952,0.0,0.6355094732858433,82
25918,0.0,0.7832556166495988,83
18090,0.0,0.9388110329828262,84
23301,,0.0,85
39711,0.0,0.9996453589476842,86
20052,1.0,0.5232595846004966,87
18496,0.0,0.9237247825261911,88
10031,0.0,0.9804429363981847,89
38528,0.0,0.9940429290527701,90
28547,,0.0,91
8603,,0.0,92
17157,0.0,0.7970465385833286,93
45259,2.0,0.46764638970857547,94
41924,0.0,0.9248320759530034,95
15118,4.0,0.5306937667042929,96
20010,,0.0,97
4762,0.0,0.9920315652253213,98
36873,1.0,0.5605481823966812,99
20015,3.0,0.43457796062927917,100
5212,0.0,0.9920594868422037,101
25804,,0.0,102
25862,2.0,0.3687694936862343,103
23517,0.0,0.2718446361098375,104
4145,3.0,0.4075220669155088,105
21006,,0.0,106
39561,0.0,0.8326776740650347,107
1550,1.0,0.5498015208804559,108
29939,3.0,0.5293323114204233,109
20013,4.0,0.43230880511178993,110
22394,0.0,0.8787211823387574,111
34734,4.0,0.2870077803049298,112
40455,0.0,0.8770134267066113,113
20068,,0.0,114
21406,0.0,0.8625997121448958,115
30665,2.0,0.5443528750054458,116
20026,3.0,0.4630418624696293,117
20059,0.0,0.9924044207110927,118
8994,0.0,0.9800884039047227,119
20024,1.0,0.47892461459692315,120
4587,0.0,0.4369261860656171,121
26493,2.0,0.4855382136738493,122
20038,3.0,0.6583413832274209,123
43442,3.0,0.5433181521889417,124
16178,0.0,0.7875966007960123,125
47205,3.0,0.6847306084215027,126
26842,1.0,0.51760478631473,127
21275,,0.0,128
27786,3.0,0.7840060162288357,129
32962,4.0,0.870378334942354,130
49016,0.0,0.874528068718862,131
20045,,0.0,132
7479,1.0,0.3644369646274055,133
20069,0.0,0.9220450311409241,134
20088,,0.0,135
2088,3.0,0.6663322174992692,136
18346,2.0,0.45190765208035266,137
26170,,0.0,138
36180,0.0,0.7543501808583989,139
20008,,0.0,140
22489,3.0,0.2996150068618938,141
19431,3.0,0.45234004363959596,142
1645,,0.0,143
28525,0.0,0.9954908293840868,144
20017,3.0,0.8642515573703542,145
28203,,0.0,146
12852,0.0,0.9546051453516173,147
31411,,0.0,148
17197,0.0,0.8014402611621034,149
6827,4.0,0.9943806390909266,150
13252,1.0,0.6764031747498828,151
28929,0.0,0.6157877662999868,152
24983,3.0,0.35233840747326756,153
20925,0.0,0.6940689862006678,154
9989,0.0,0.9748482305801253,155
23012,0.0,0.7555706474658259,156
20685,0.0,0.5545195951816683,157
20061,0.0,0.9906781662384653,158
6032,,0.0,159
616,3.0,0.4175139155313914,160
46051,0.0,0.745614574826502,161
23093,0.0,0.6952232296948648,162
20851,3.0,0.7583217974462192,163
20025,4.0,0.48560434683763937,164
20054,0.0,0.8659942204215358,165
39129,2.0,0.7311929963172761,166
18417,0.0,0.9793732401565327,167
47401,0.0,0.9719653311384795,168
47047,0.0,0.9981969973264513,169
28486,1.0,0.5108285114031332,170
30007,0.0,0.9740845861887881,171
20998,3.0,0.5015305702127395,172
20050,3.0,0.5790302560774191,173
32127,0.0,0.9959539043107694,174
17959,0.0,0.4514131661319211,175
