comment_id,genocide,confidence,index
39073,2.0,0.5481963989223242,0
13076,0.0,0.8439498987992685,1
21293,,0.0,2
43507,0.0,0.9737139510954674,3
29154,0.0,0.9968880995441869,4
43935,3.0,0.7553970554804443,5
20384,0.0,0.7222981368438568,6
15802,3.0,0.5583720643387204,7
1253,0.0,0.4561586502463133,8
20070,4.0,0.3374796500089572,9
20065,0.0,0.9988023100755474,10
12121,0.0,0.9980462888743395,11
38267,2.0,0.48196890291606387,12
809,4.0,0.6761589193883157,13
20021,4.0,0.5409938981299529,14
8369,0.0,0.29224024111818175,15
20043,4.0,0.5332224089786504,16
11064,3.0,0.8649338769595707,17
20004,4.0,0.7612128986050986,18
20048,2.0,0.4613917134028549,19
19671,0.0,0.5721586306447096,20
20012,,0.0,21
42092,0.0,0.7694621587963809,22
8937,0.0,0.9396896968447109,23
19815,0.0,0.541141023239413,24
41212,3.0,0.6134920852469418,25
20007,4.0,0.6524711448168845,26
6214,0.0,0.8150259422205949,27
37970,0.0,0.9959835851010327,28
20016,4.0,0.6653322519061461,29
28621,1.0,0.5375369920054447,30
25932,4.0,0.8459826357602774,31
38787,0.0,0.9693176792095209,32
20029,0.0,0.7365679860584485,33
2009,3.0,0.6927153663066162,34
38423,4.0,0.5129839666953749,35
20062,0.0,0.9903764062051174,36
29710,,0.0,37
34899,0.0,0.639094997724802,38
20064,0.0,0.9997772474618766,39
20028,4.0,0.46228333408341404,40
13756,0.0,0.6430323732588857,41
20067,0.0,0.9990685326355008,42
19343,,0.0,43
23410,0.0,0.6774739882429087,44
20018,4.0,0.6512753731312779,45
11248,0.0,0.9723365484954659,46
15312,0.0,0.7046292926154758,47
20014,0.0,0.6098174026994494,48
20053,2.0,0.5040424272642057,49
42897,0.0,0.9028896669588536,50
20033,,0.0,51
26548,3.0,0.6956099172744299,52
20034,4.0,0.9170946630984667,53
4458,0.0,0.7856223087864661,54
42704,4.0,0.4113543134872892,55
43793,3.0,0.5972033018313855,56
2173,4.0,0.7118344482168446,57
49597,0.0,0.5378186947703891,58
11466,2.0,0.4014877626509916,59
20005,,0.0,60
42470,0.0,0.9918035531675546,61
42646,4.0,0.568259373256192,62
20009,,0.0,63
48425,0.0,0.9452017689264405,64
8041,0.0,0.9735312233004187,65
16493,0.0,0.9995698395895363,66
20057,,0.0,67
20055,0.0,0.6302789038299442,68
13674,2.0,0.49705132441124333,69
22918,2.0,0.3901744956008891,70
20020,3.0,0.7099813751449777,71
24631,4.0,0.9728825745143758,72
6616,0.0,0.9980037803523715,73
17732,1.0,0.6967849554945703,74
10476,0.0,0.991770368346642,75
2747,0.0,0.697376492115978,76
15026,0.0,0.9130896996066092,77
31779,0.0,0.9945073685728547,78
30261,0.0,0.8131545591599184,79
8503,1.0,0.44627356773901417,80
30061,,0.0,81
2952,0.0,0.7675368361455589,82
25918,0.0,0.8677088996152568,83
18090,0.0,0.9667681963427311,84
23301,,0.0,85
39711,0.0,0.9998698403965215,86
20052,0.0,0.4830568072523521,87
18496,0.0,0.9891386575613355,88
10031,0.0,0.9955582900723489,89
38528,0.0,0.9963542112237904,90
28547,,0.0,91
8603,,0.0,92
17157,0.0,0.956453069824988,93
45259,3.0,0.39591928878168753,94
41924,0.0,0.991989566481025,95
15118,4.0,0.578245688805917,96
20010,,0.0,97
4762,0.0,0.9982585292980256,98
36873,0.0,0.7675205497596245,99
20015,3.0,0.4317726818905865,100
5212,0.0,0.9958814241407887,101
25804,,0.0,102
25862,0.0,0.3635402069892057,103
23517,0.0,0.60235242036528,104
4145,4.0,0.5648486891275012,105
21006,,0.0,106
39561,0.0,0.8599203430344324,107
1550,1.0,0.4562360100061864,108
29939,4.0,0.5492099672945987,109
20013,4.0,0.6019765614418442,110
22394,0.0,0.9696506768717406,111
34734,4.0,0.5604305870443309,112
40455,0.0,0.9766232784645441,113
20068,,0.0,114
21406,0.0,0.8976332451640845,115
30665,1.0,0.49833420766450626,116
20026,4.0,0.49479621515320776,117
20059,0.0,0.998398845172662,118
8994,0.0,0.9944083401919829,119
20024,1.0,0.5696914411174908,120
4587,0.0,0.6389300190617908,121
26493,2.0,0.516682773946665,122
20038,3.0,0.5857066980095266,123
43442,3.0,0.5087591007396661,124
16178,0.0,0.7722889539473249,125
47205,3.0,0.6146040147640672,126
26842,0.0,0.7719240983940808,127
21275,,0.0,128
27786,3.0,0.5438931477641945,129
32962,4.0,0.9446634924945351,130
49016,0.0,0.9475973053453102,131
20045,,0.0,132
7479,1.0,0.33793786673550885,133
20069,0.0,0.9952957062523,134
20088,,0.0,135
2088,3.0,0.5615673832787181,136
18346,2.0,0.3986585636612975,137
26170,,0.0,138
36180,0.0,0.9191937400824606,139
20008,,0.0,140
22489,2.0,0.2563631517158273,141
19431,3.0,0.34433621911159706,142
1645,,0.0,143
28525,0.0,0.9991401680323708,144
20017,3.0,0.8210985476623411,145
28203,,0.0,146
12852,0.0,0.9798135427917347,147
31411,,0.0,148
17197,0.0,0.9823264318734043,149
6827,4.0,0.9980213531754357,150
13252,1.0,0.5732704202003035,151
28929,0.0,0.8144637818389988,152
24983,2.0,0.3973661622011353,153
20925,0.0,0.9438669390770777,154
9989,0.0,0.9968405959852006,155
23012,0.0,0.9682757991678039,156
20685,0.0,0.5220039393892023,157
20061,0.0,0.9993819244472052,158
6032,,0.0,159
616,3.0,0.41505505465933423,160
46051,0.0,0.9806247130004253,161
23093,0.0,0.7486610652246057,162
20851,3.0,0.7959062918635069,163
20025,4.0,0.6903649372418127,164
20054,0.0,0.960428146370506,165
39129,2.0,0.7107758778299258,166
18417,0.0,0.9911187403414957,167
47401,0.0,0.9974244580742703,168
47047,0.0,0.999708141656833,169
28486,2.0,0.40220095096707326,170
30007,0.0,0.995013785920135,171
20998,3.0,0.6073830907131931,172
20050,2.0,0.5308716622011042,173
32127,0.0,0.9984571932157099,174
17959,0.0,0.5467431777658242,175
12278,4.0,0.8189410331080064,176
48434,0.0,0.6980251537683262,177
23725,0.0,0.5441255087701621,178
38133,0.0,0.9556821409420218,179
19687,1.0,0.5819510383509886,180
19040,0.0,0.9587704863304999,181
38354,0.0,0.9016815842500499,182
27791,,0.0,183
1787,0.0,0.840234234597598,184
26953,0.0,0.9390746158048002,185
2317,0.0,0.9733972445905932,186
20041,1.0,0.6439004106559993,187
6830,2.0,0.414359674398068,188
48629,0.0,0.7461824053327799,189
38703,,0.0,190
19705,4.0,0.7486626716786959,191
10043,0.0,0.9472176688900268,192
14213,0.0,0.5335457671206328,193
46750,2.0,0.5808490369425343,194
39511,0.0,0.9829997197337849,195
8717,1.0,0.523926324443917,196
13734,,0.0,197
