comment_id,violence,confidence,index
39073,0.0,0.8109014019433523,0
13076,0.0,0.41976270526434845,1
21293,,0.0,2
43507,0.0,0.5507949113957882,3
29154,0.0,0.9988340635497985,4
43935,3.0,0.8269262720567749,5
20384,2.0,0.5530824122563996,6
15802,3.0,0.6114569142607406,7
1253,0.0,0.8705503164924684,8
20070,4.0,0.5523315878466155,9
20065,0.0,0.9996818124699572,10
12121,0.0,0.9998327773344197,11
38267,3.0,0.5175967340968644,12
809,4.0,0.915246046116564,13
20021,4.0,0.7744395892804872,14
8369,4.0,0.8625576685946482,15
20043,4.0,0.8410773848630841,16
11064,3.0,0.6685393160357147,17
20004,4.0,0.9922791656601346,18
20048,1.0,0.2937699501015704,19
19671,4.0,0.8277483591312406,20
20012,,0.0,21
42092,3.0,0.4757456386627065,22
8937,0.0,0.9038145112765541,23
19815,4.0,0.5286659709874864,24
41212,3.0,0.6074781849509383,25
20007,4.0,0.7701945117814493,26
6214,2.0,0.39828980702371825,27
37970,0.0,0.9955517914475167,28
20016,4.0,0.9061750138463344,29
28621,1.0,0.4857302418044309,30
25932,4.0,0.9300386268162887,31
38787,0.0,0.9541995779300242,32
20029,4.0,0.9715467891159723,33
2009,4.0,0.6537549308053368,34
38423,4.0,0.9479553896672424,35
20062,0.0,0.9994563436939113,36
29710,4.0,0.8452515697417611,37
34899,1.0,0.49306769813090595,38
20064,0.0,0.999917394786764,39
20028,4.0,0.98435403508641,40
13756,3.0,0.5859849336460453,41
20067,0.0,0.9997114775590823,42
19343,4.0,0.6300365645973184,43
23410,0.0,0.8617505369211957,44
20018,4.0,0.9149881767236177,45
11248,0.0,0.9987983855393384,46
15312,3.0,0.7515307440774794,47
20014,3.0,0.6683790265554316,48
20053,1.0,0.4668056612660506,49
42897,0.0,0.4841608746841332,50
20033,,0.0,51
26548,4.0,0.5233069000000258,52
20034,4.0,0.9909294239969847,53
4458,1.0,0.5989361369287646,54
42704,4.0,0.5891932110652115,55
43793,3.0,0.5777666013939416,56
2173,4.0,0.9867346269297768,57
49597,3.0,0.5987473883774738,58
11466,3.0,0.7408515284573222,59
20005,,0.0,60
42470,3.0,0.41901305646620846,61
42646,4.0,0.9136624373164522,62
20009,,0.0,63
48425,2.0,0.4636929491235185,64
8041,3.0,0.5143094126929391,65
16493,0.0,0.9999368230731726,66
20057,,0.0,67
20055,0.0,0.970050307989956,68
13674,3.0,0.637526198351254,69
22918,3.0,0.7748232062546513,70
20020,4.0,0.6210894949424584,71
24631,4.0,0.9983047424194945,72
6616,0.0,0.9940252603382899,73
17732,2.0,0.476432563529793,74
10476,0.0,0.9998212180561774,75
2747,0.0,0.6556580493548644,76
15026,3.0,0.604173151005451,77
31779,0.0,0.9985762865978849,78
30261,2.0,0.51718651448559,79
8503,1.0,0.4986142374038759,80
30061,,0.0,81
