comment_id,violence,confidence,index
39073,0.0,0.5368729951579558,0
13076,1.0,0.4487112262883254,1
21293,,0.0,2
43507,1.0,0.4678682349100844,3
29154,0.0,0.9960346729897077,4
43935,3.0,0.8877099725479632,5
20384,3.0,0.47912256582456847,6
15802,3.0,0.7302269969518277,7
1253,0.0,0.7104853943054666,8
20070,4.0,0.5387583852861835,9
20065,0.0,0.9994971897348134,10
12121,0.0,0.9995858001120815,11
38267,3.0,0.5923186733965576,12
809,4.0,0.7979374487400981,13
20021,4.0,0.7292416487964108,14
8369,4.0,0.8289766792461954,15
20043,4.0,0.696787385098562,16
11064,3.0,0.8527877695837743,17
20004,4.0,0.9843477975314551,18
20048,2.0,0.3813462850688836,19
19671,4.0,0.7829125287746858,20
20012,,0.0,21
42092,3.0,0.4137472524788383,22
8937,0.0,0.8454055100626342,23
19815,3.0,0.5642203972879766,24
41212,3.0,0.7255707673633446,25
20007,4.0,0.760609941812587,26
6214,2.0,0.506086679823808,27
37970,0.0,0.9870171012131305,28
20016,4.0,0.8429524956498216,29
28621,1.0,0.5438004385909491,30
25932,4.0,0.7794430615719877,31
38787,0.0,0.9330737218922169,32
20029,4.0,0.9420246514897322,33
2009,4.0,0.5841037300318128,34
38423,4.0,0.9000620418507979,35
20062,0.0,0.9987655639649706,36
29710,4.0,0.45779444931862356,37
34899,1.0,0.6970870388969811,38
20064,0.0,0.9997121924341353,39
20028,4.0,0.9546692441150513,40
13756,3.0,0.5178001449648822,41
20067,0.0,0.9991524256966755,42
19343,,0.0,43
23410,0.0,0.5148480310256544,44
20018,4.0,0.863789322439755,45
11248,0.0,0.9968994725757506,46
15312,3.0,0.7781374433510911,47
20014,3.0,0.687000163212202,48
20053,2.0,0.45709469941570025,49
42897,1.0,0.5173578777701651,50
20033,,0.0,51
26548,3.0,0.5821247420032803,52
20034,4.0,0.972275695025374,53
4458,1.0,0.5884662472691279,54
42704,4.0,0.5023796072706247,55
43793,3.0,0.604768029983831,56
2173,4.0,0.9846833440783105,57
