comment_id,status,confidence,index
39073,2.0,0.6303953176337631,0
13076,2.0,0.4950212324433291,1
21293,,0.0,2
43507,1.0,0.44722073264288686,3
29154,2.0,0.8765695100418235,4
43935,0.0,0.45630821521928366,5
20384,0.0,0.31308945614224964,6
15802,3.0,0.5761769498995167,7
1253,2.0,0.7993341981387051,8
20070,0.0,0.6208119453553952,9
20065,2.0,0.9486365499687737,10
12121,2.0,0.9870536845394458,11
38267,3.0,0.5048824753811421,12
809,0.0,0.7761853940035996,13
20021,0.0,0.48009763912341274,14
8369,0.0,0.667011695914334,15
20043,0.0,0.9086337940377077,16
11064,0.0,0.35063670247204765,17
20004,0.0,0.4986590567626596,18
20048,2.0,0.4444089055598489,19
19671,0.0,0.9247271803832905,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.6446103419141911,23
19815,0.0,0.8700686878142345,24
41212,3.0,0.39038395073582105,25
20007,0.0,0.7336369943591081,26
6214,2.0,0.3397268631234368,27
37970,2.0,0.7431902089042943,28
20016,,0.0,29
28621,2.0,0.5506308518186858,30
25932,0.0,0.7531321570066127,31
38787,2.0,0.9469988819057312,32
20029,0.0,0.9590637068781881,33
2009,,0.0,34
38423,,0.0,35
20062,2.0,0.827470671771124,36
29710,,0.0,37
34899,2.0,0.6283223858656339,38
20064,2.0,0.9992725185148388,39
20028,0.0,0.7991415488967298,40
13756,0.0,0.4429955414963707,41
20067,2.0,0.9861959039389877,42
19343,,0.0,43
23410,2.0,0.7052061353261528,44
20018,0.0,0.4820685404793459,45
11248,2.0,0.9222333782724591,46
15312,0.0,0.517411444294874,47
20014,0.0,0.5672998765140767,48
20053,2.0,0.6282855726773524,49
42897,3.0,0.38913324170645786,50
20033,,0.0,51
26548,3.0,0.40814583054139064,52
20034,0.0,0.8106743629967861,53
4458,2.0,0.5739500114343993,54
42704,0.0,0.5249473951993119,55
43793,0.0,0.8293406330473201,56
2173,,0.0,57
49597,0.0,0.904781166825274,58
11466,3.0,0.3215418474470178,59
20005,,0.0,60
42470,0.0,0.9869103851469899,61
42646,0.0,0.6048351892430044,62
20009,,0.0,63
48425,0.0,0.560462756275785,64
8041,0.0,0.3286473586227723,65
16493,2.0,0.9921418556169971,66
20057,,0.0,67
20055,2.0,0.9354406499728699,68
13674,1.0,0.3139762017630387,69
22918,3.0,0.5691699420818404,70
20020,0.0,0.5512326426161358,71
24631,0.0,0.7406373921782445,72
6616,2.0,0.9786254422067158,73
17732,2.0,0.5389523475933263,74
10476,2.0,0.9823680754801697,75
2747,3.0,0.408291236902716,76
15026,0.0,0.888780861655875,77
31779,2.0,0.9732997775557027,78
30261,1.0,0.3561574081063981,79
8503,2.0,0.533852042781377,80
30061,,0.0,81
2952,2.0,0.7483423638431017,82
25918,0.0,0.8762971724811955,83
18090,0.0,0.7393752033214888,84
23301,,0.0,85
39711,2.0,0.9909586887935342,86
20052,2.0,0.7549188144665046,87
18496,2.0,0.8816963381007309,88
10031,2.0,0.9134586694343658,89
38528,2.0,0.5232799200291199,90
28547,,0.0,91
8603,,0.0,92
17157,1.0,0.3130116843134791,93
45259,0.0,0.5566808650905509,94
41924,2.0,0.7064851350339136,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.7061158865460213,98
36873,3.0,0.4946462702815461,99
20015,0.0,0.3180831014526692,100
5212,1.0,0.5125243368514146,101
25804,,0.0,102
25862,3.0,0.5295081724799255,103
23517,0.0,0.6871536344834622,104
4145,0.0,0.9417830941819734,105
21006,,0.0,106
39561,0.0,0.9388277434394239,107
1550,3.0,0.643443128381144,108
29939,0.0,0.5053284448849554,109
20013,0.0,0.9204991393304467,110
22394,2.0,0.9697481993497656,111
34734,0.0,0.6062793827637447,112
40455,2.0,0.7343545964377283,113
20068,,0.0,114
21406,0.0,0.8029592183370327,115
30665,2.0,0.7337966851582135,116
