comment_id,index,label_logprobs
47777,0,"{'4': -0.03395463526248932, '3': -3.408954620361328, '2': -8.174579620361328, '1': -12.408954620361328, '0': -15.174579620361328}"
39773,1,"{'4': -0.013061442412436008, '3': -4.3568115234375, '2': -8.8724365234375, '1': -12.0286865234375, '0': -14.3880615234375}"
47101,2,"{'0': -0.011039371602237225, '1': -4.6047892570495605, '2': -7.1829142570495605, '3': -9.229789733886719, '4': -11.229789733886719}"
43625,3,"{'1': -0.10354068875312805, '0': -2.4004156589508057, '2': -4.978540897369385, '3': -7.369165897369385, '4': -10.994165420532227}"
12538,4,"{'0': -0.0008081507403403521, '1': -8.688307762145996, '2': -10.188307762145996, '3': -11.250807762145996, '4': -12.555495262145996}"
11001,5,"{'3': -0.4499169886112213, '2': -1.403041958808899, '4': -2.5124170780181885, '1': -3.3874170780181885, '0': -7.168666839599609}"
13168,6,"{'0': -0.03222619742155075, '1': -3.579101085662842, '2': -5.750976085662842, '3': -8.0009765625, '4': -10.5791015625}"
17034,7,"{'0': -0.00013529339048545808, '1': -9.92201042175293, '2': -11.29701042175293, '3': -12.10169792175293, '4': -13.34388542175293}"
40171,8,"{'0': -0.003920608200132847, '1': -5.613295555114746, '2': -8.582045555114746, '3': -10.425795555114746, '4': -12.613295555114746}"
1006,9,"{'0': -0.00032109825406223536, '1': -9.734696388244629, '2': -11.000321388244629, '3': -11.906571388244629, '4': -13.070633888244629}"
23643,10,"{'4': -0.0019136227201670408, '3': -6.267538547515869, '2': -11.705039024353027, '1': -14.095664024353027, '0': -16.40816307067871}"
14241,11,"{'1': -0.23960572481155396, '0': -1.7083556652069092, '2': -3.520855665206909, '3': -6.161480903625488, '4': -10.395855903625488}"
20583,12,"{'2': -0.7634218335151672, '1': -0.9665468335151672, '3': -1.9040467739105225, '4': -5.779047012329102, '0': -6.732172012329102}"
30879,13,"{'1': -0.23677107691764832, '0': -2.2523961067199707, '2': -2.3461461067199707, '3': -4.643021106719971, '4': -8.939895629882812}"
29527,14,"{'0': -0.013609598390758038, '1': -4.622984409332275, '2': -6.044859409332275, '3': -7.935484409332275, '4': -9.591734886169434}"
23016,15,"{'0': -0.680791437625885, '1': -0.852666437625885, '2': -2.8526663780212402, '3': -4.85266637802124, '4': -7.52454137802124}"
22819,16,"{'1': -0.3183218538761139, '2': -1.4901968240737915, '3': -3.505821943283081, '0': -4.083946704864502, '4': -7.990196704864502}"
36534,17,"{'0': -0.00010716341057559475, '1': -9.593856811523438, '2': -11.140731811523438, '3': -12.078231811523438, '4': -12.836044311523438}"
7287,18,"{'0': -0.0007102350937202573, '1': -8.031960487365723, '2': -9.281960487365723, '3': -10.719460487365723, '4': -12.117897987365723}"
32074,19,"{'3': -0.3471889793872833, '4': -1.612813949584961, '2': -2.378438949584961, '1': -6.909688949584961, '0': -10.378438949584961}"
46526,20,"{'0': -0.10445582121610641, '1': -2.3388307094573975, '2': -6.010705947875977, '3': -8.463830947875977, '4': -12.010705947875977}"
30683,21,"{'0': -0.07249967008829117, '1': -2.7131247520446777, '2': -5.728749752044678, '3': -8.15062427520752, '4': -11.68187427520752}"
15758,22,"{'0': -0.6453026533126831, '1': -0.7703026533126831, '2': -4.426552772521973, '3': -7.489052772521973, '4': -11.457802772521973}"
14868,23,"{'2': -0.5971511602401733, '3': -0.8784011602401733, '4': -3.456526279449463, '1': -6.050276279449463, '0': -10.065900802612305}"
11817,24,"{'0': -0.00020668754586949944, '1': -9.28145694732666, '2': -10.84395694732666, '3': -12.03145694732666, '4': -13.29708194732666}"
4373,25,"{'1': -0.15969045460224152, '0': -2.7534403800964355, '2': -2.7846903800964355, '3': -4.0659403800964355, '4': -5.6596903800964355}"
1323,26,"{'4': -0.01997276023030281, '3': -3.926222801208496, '2': -9.910597801208496, '1': -13.379347801208496, '0': -15.973097801208496}"
38126,27,"{'0': -0.218295156955719, '1': -1.6557950973510742, '2': -5.374545097351074, '3': -8.218295097351074, '4': -11.187045097351074}"
26362,28,"{'3': -0.11980637907981873, '4': -2.5729312896728516, '2': -3.3229312896728516, '1': -7.635431289672852, '0': -11.432306289672852}"
5410,29,"{'1': -0.43859240412712097, '2': -1.1573424339294434, '3': -3.2979674339294434, '0': -5.704217433929443, '4': -8.126091957092285}"
39276,30,"{'0': -0.011748056858778, '1': -4.60549783706665, '2': -6.96487283706665, '3': -9.355498313903809, '4': -11.230498313903809}"
32811,31,"{'1': -0.32276448607444763, '0': -1.51026451587677, '2': -3.0258893966674805, '3': -5.3852643966674805, '4': -7.5727643966674805}"
33729,32,"{'1': -0.3117070198059082, '2': -1.7492070198059082, '0': -2.483582019805908, '3': -4.639832019805908, '4': -8.98358154296875}"
47480,33,"{'0': -0.007991956546902657, '1': -4.914241790771484, '2': -7.586116790771484, '3': -9.664241790771484, '4': -12.054866790771484}"
10694,34,"{'4': -0.02943585440516472, '3': -3.545060873031616, '2': -8.982561111450195, '1': -12.654436111450195, '0': -15.326311111450195}"
1031,35,"{'0': -0.22310292720794678, '1': -1.6918529272079468, '2': -4.769978046417236, '3': -7.207478046417236, '4': -9.223102569580078}"
48834,36,"{'1': -0.05271506309509277, '0': -3.5370900630950928, '2': -4.021465301513672, '3': -5.474590301513672, '4': -10.177715301513672}"
43341,37,"{'0': -0.0006156456656754017, '1': -8.172491073608398, '2': -9.641241073608398, '3': -10.906866073608398, '4': -12.469366073608398}"
47870,38,"{'0': -0.02875789999961853, '1': -3.6068828105926514, '2': -6.8725080490112305, '3': -9.57563304901123, '4': -12.51313304901123}"
49895,39,"{'4': -0.006114348769187927, '3': -5.115489482879639, '2': -9.52173900604248, '1': -12.33423900604248, '0': -14.13111400604248}"
37291,40,"{'0': -0.015699949115514755, '1': -4.281324863433838, '2': -6.531324863433838, '3': -8.593825340270996, '4': -11.703200340270996}"
11121,41,"{'3': -0.31074073910713196, '4': -1.9201157093048096, '2': -2.2169907093048096, '1': -4.529490947723389, '0': -8.15449047088623}"
38307,42,"{'2': -0.7149401307106018, '1': -0.8399401307106018, '3': -3.261815071105957, '0': -3.699315071105957, '4': -5.636815071105957}"
19352,43,"{'4': -0.6750953793525696, '3': -0.7375953793525696, '2': -4.393845558166504, '1': -8.362595558166504, '0': -11.878220558166504}"
24301,44,"{'3': -0.3864811062812805, '2': -1.4333560466766357, '4': -2.5739810466766357, '1': -5.261481285095215, '0': -8.933356285095215}"
23452,45,"{'1': -0.9169903993606567, '2': -0.9951153993606567, '3': -1.6357403993606567, '0': -3.854490280151367, '4': -4.276365280151367}"
886,46,"{'0': -0.058061789721250534, '1': -2.9799368381500244, '2': -5.292436599731445, '3': -7.729936599731445, '4': -10.776811599731445}"
32374,47,"{'0': -0.00040356122190132737, '1': -8.23477840423584, '2': -9.67227840423584, '3': -11.07852840423584, '4': -12.49259090423584}"
25790,48,"{'0': -0.004504295997321606, '1': -5.567004203796387, '2': -7.551379203796387, '3': -9.348254203796387, '4': -11.785754203796387}"
