comment_id,insult,confidence,index
39073,2.0,0.6960036027043007,0
13076,3.0,0.5571500396269038,1
21293,,0.0,2
43507,3.0,0.4758848050939614,3
29154,2.0,0.6880295164753423,4
43935,4.0,0.5893843226389279,5
20384,,0.0,6
15802,4.0,0.6515313767553242,7
1253,2.0,0.6802056960792007,8
20070,4.0,0.9687615531945681,9
20065,1.0,0.35603039860165786,10
12121,2.0,0.4120864038712941,11
38267,3.0,0.6888300411298078,12
809,4.0,0.8680056650130511,13
20021,4.0,0.9333395950350823,14
8369,4.0,0.9443306294075801,15
20043,4.0,0.9820127242954476,16
11064,4.0,0.6746340942730412,17
20004,,0.0,18
20048,3.0,0.5494674920847596,19
19671,4.0,0.9708333644444064,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.6645564803434469,23
19815,,0.0,24
41212,4.0,0.6812873616635596,25
20007,4.0,0.990018741816395,26
6214,3.0,0.6192548792725068,27
37970,2.0,0.7214040633609555,28
20016,,0.0,29
28621,2.0,0.5135460514339328,30
25932,4.0,0.844103614633172,31
38787,2.0,0.6686419326351721,32
20029,4.0,0.9973818838453867,33
2009,4.0,0.7953291599186408,34
38423,,0.0,35
20062,2.0,0.5049321619311887,36
29710,,0.0,37
34899,3.0,0.6930075892680507,38
20064,0.0,0.7016013345793701,39
20028,4.0,0.5110480564117935,40
13756,3.0,0.4276463056707913,41
20067,0.0,0.6440373055331795,42
19343,,0.0,43
23410,3.0,0.5884801723365695,44
20018,,0.0,45
11248,2.0,0.5063116710970481,46
15312,4.0,0.9628319600298068,47
20014,4.0,0.9571484622922115,48
20053,2.0,0.579250904517809,49
42897,3.0,0.6465925463911144,50
20033,,0.0,51
26548,3.0,0.4442735417440334,52
20034,4.0,0.9600180557776179,53
4458,2.0,0.6300277209030121,54
42704,4.0,0.8645116361741073,55
43793,4.0,0.9035137964902288,56
2173,4.0,0.7167593395623122,57
49597,4.0,0.9679068911250476,58
11466,4.0,0.8689779237033574,59
20005,,0.0,60
42470,4.0,0.9860402205414771,61
42646,4.0,0.7922476489333398,62
20009,,0.0,63
48425,4.0,0.5635736231760914,64
8041,4.0,0.9189244885929971,65
16493,1.0,0.41598376299246254,66
20057,,0.0,67
20055,2.0,0.7144660577796379,68
13674,4.0,0.5358012302086204,69
22918,4.0,0.7626483857311669,70
20020,4.0,0.8101572507701639,71
24631,4.0,0.9361492710893653,72
6616,2.0,0.5481139332953304,73
17732,2.0,0.6395277286119145,74
10476,2.0,0.46434437005619095,75
2747,2.0,0.6669818987120149,76
15026,4.0,0.9925154985073149,77
31779,2.0,0.5960758290043691,78
30261,3.0,0.4784737695118659,79
8503,2.0,0.6535601451605098,80
30061,,0.0,81
2952,2.0,0.7425219260455503,82
25918,4.0,0.6522315467245997,83
18090,4.0,0.9663957585606863,84
23301,,0.0,85
39711,0.0,0.8866893650931905,86
20052,3.0,0.600234858269888,87
18496,2.0,0.7420643091517725,88
10031,2.0,0.447046859882945,89
38528,2.0,0.671682824457604,90
28547,,0.0,91
8603,,0.0,92
17157,3.0,0.5886245634878889,93
45259,4.0,0.8669813436240187,94
41924,3.0,0.4713221079570074,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.7336085060079012,98
36873,3.0,0.481566339112509,99
20015,4.0,0.8858379446822001,100
5212,3.0,0.6271887401522175,101
25804,,0.0,102
25862,4.0,0.8087729952743535,103
23517,4.0,0.9267974748835923,104
4145,4.0,0.8943721496215884,105
21006,,0.0,106
39561,4.0,0.9103734536163711,107
1550,4.0,0.84010843837531,108
29939,4.0,0.962621482830865,109
20013,4.0,0.9577631682980972,110
22394,2.0,0.6404494191504054,111
34734,,0.0,112
40455,2.0,0.728181953133497,113
20068,,0.0,114
21406,4.0,0.838955591842801,115
30665,2.0,0.6780369458139235,116
20026,4.0,0.8276909444359553,117
20059,2.0,0.6333966191263259,118
8994,1.0,0.5643229113163817,119
20024,3.0,0.5695647304637445,120
4587,4.0,0.9728551572980372,121
26493,2.0,0.6261228565825719,122
20038,4.0,0.8815466004821232,123
43442,4.0,0.9765832590270421,124
16178,4.0,0.9738391958136632,125
47205,4.0,0.9736315643776352,126
26842,2.0,0.736836632816003,127
21275,,0.0,128
27786,4.0,0.9562673880115758,129
32962,4.0,0.9549276779016742,130
49016,4.0,0.9107210644061905,131
20045,,0.0,132
7479,4.0,0.37848204493665033,133
20069,2.0,0.470755812888303,134
20088,,0.0,135
2088,4.0,0.988873387318176,136
18346,3.0,0.5033847888750995,137
26170,,0.0,138
36180,2.0,0.6382079510545158,139
20008,,0.0,140
22489,4.0,0.563775578493909,141
19431,4.0,0.8679961195577965,142
1645,,0.0,143
28525,2.0,0.7434594097950884,144
20017,4.0,0.8007260544182827,145
28203,,0.0,146
12852,2.0,0.7056465112715498,147
31411,,0.0,148
17197,1.0,0.5102433973856113,149
6827,4.0,0.9983870815964515,150
13252,3.0,0.5381749603472139,151
28929,3.0,0.5733952552651893,152
24983,4.0,0.7689761132099465,153
20925,2.0,0.6719446069911886,154
9989,4.0,0.989329158514293,155
23012,2.0,0.6215882965593648,156
20685,,0.0,157
20061,0.0,0.5977980525030587,158
6032,,0.0,159
616,4.0,0.630141928644445,160
46051,2.0,0.7079719519629171,161
23093,4.0,0.7605984945876666,162
20851,4.0,0.8814634268235391,163
20025,4.0,0.6824343620183952,164
20054,3.0,0.7463795264809602,165
39129,2.0,0.5511464022951258,166
18417,2.0,0.534998794882319,167
47401,2.0,0.7360786755248717,168
47047,1.0,0.4816552423378499,169
28486,3.0,0.7686538951123415,170
30007,,0.0,171
20998,3.0,0.759013665243899,172
20050,3.0,0.5633068682038767,173
32127,1.0,0.44050427604495707,174
17959,4.0,0.6026999180103877,175
12278,4.0,0.9614165019079465,176
48434,3.0,0.5647316389927585,177
23725,4.0,0.9827183896928966,178
38133,3.0,0.2937644519962157,179
19687,2.0,0.6571226720403437,180
19040,2.0,0.6706962763120369,181
38354,4.0,0.9508551828115326,182
27791,,0.0,183
1787,4.0,0.5994526081528847,184
26953,4.0,0.5810710711478039,185
2317,4.0,0.9335580363256242,186
20041,3.0,0.7938665947664109,187
6830,4.0,0.660444242435828,188
48629,3.0,0.8128848200800952,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.7669254188739489,194
39511,,0.0,195
8717,3.0,0.8376036294678382,196
13734,,0.0,197
48979,4.0,0.9109675231453462,198
28698,3.0,0.5617962781456277,199
