comment_id,status,confidence,index
39073,2.0,0.6086918743105095,0
13076,2.0,0.4798973113531299,1
21293,,0.0,2
43507,1.0,0.38321370317306797,3
29154,2.0,0.8748508529676307,4
43935,3.0,0.40795733682960145,5
20384,,0.0,6
15802,,0.0,7
1253,2.0,0.8334240311955026,8
20070,0.0,0.529151430822625,9
20065,2.0,0.9643882752464468,10
12121,2.0,0.9835507536471657,11
38267,3.0,0.4984778128154939,12
809,0.0,0.5338959562720855,13
20021,,0.0,14
8369,,0.0,15
20043,,0.0,16
11064,,0.0,17
20004,,0.0,18
20048,2.0,0.5930870538882159,19
19671,,0.0,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.6757056714812308,23
19815,,0.0,24
41212,3.0,0.398871955109159,25
20007,,0.0,26
6214,3.0,0.35281263502168714,27
37970,2.0,0.6753906921928504,28
20016,,0.0,29
28621,2.0,0.5867201627174193,30
25932,,0.0,31
38787,2.0,0.9326397853446902,32
20029,,0.0,33
2009,,0.0,34
38423,,0.0,35
20062,2.0,0.8892295181423334,36
29710,,0.0,37
34899,2.0,0.6388506395694039,38
20064,2.0,0.9992260965748838,39
20028,,0.0,40
13756,,0.0,41
20067,2.0,0.9672516554443535,42
19343,,0.0,43
23410,2.0,0.7270918781879396,44
20018,,0.0,45
11248,2.0,0.9393714816485166,46
15312,0.0,0.37680512647397013,47
20014,0.0,0.3567845014839043,48
20053,2.0,0.7546142934581045,49
42897,1.0,0.32723369868144137,50
20033,,0.0,51
26548,,0.0,52
20034,,0.0,53
4458,2.0,0.5888434979985657,54
42704,,0.0,55
43793,0.0,0.5791967702099282,56
2173,,0.0,57
49597,,0.0,58
11466,,0.0,59
20005,,0.0,60
42470,0.0,0.5957609841199202,61
42646,0.0,0.37450126754410135,62
20009,,0.0,63
48425,3.0,0.3114389498529515,64
8041,1.0,0.30938556700084663,65
16493,2.0,0.9912818901551703,66
20057,,0.0,67
20055,2.0,0.9578427867506916,68
13674,,0.0,69
22918,3.0,0.4573358537221455,70
20020,,0.0,71
24631,,0.0,72
