comment_id,attack_defend,confidence,index
47777,2.0,0.4795549838825542,0
39773,2.0,0.36279090131831926,1
47101,3.0,0.8992795252263017,2
43625,3.0,0.7022219633630599,3
12538,4.0,0.6701201139223183,4
11001,3.0,0.6228052730021895,5
13168,invalid,0.0,6
17034,3.0,0.6381283092012938,7
40171,3.0,0.8862367212833854,8
1006,3.0,0.5700090666007209,9
23643,1.0,0.5230474078371045,10
14241,3.0,0.7278576696207788,11
20583,2.0,0.44120560080697563,12
30879,3.0,0.7536780978480632,13
29527,3.0,0.866798387898186,14
23016,3.0,0.6840971827392068,15
22819,3.0,0.7521005623655035,16
36534,3.0,0.8834270133137071,17
7287,3.0,0.8176562514991824,18
32074,1.0,0.37079177399549335,19
46526,3.0,0.8415835174164235,20
30683,3.0,0.8900794862359287,21
15758,3.0,0.7924537390233807,22
14868,2.0,0.44584897199711226,23
11817,3.0,0.808133974786469,24
4373,2.0,0.33405556464490566,25
1323,1.0,0.5437763658295056,26
38126,3.0,0.7113888072249235,27
26362,2.0,0.44552578231522894,28
5410,3.0,0.8057721626680743,29
39276,3.0,0.7160914527674009,30
32811,3.0,0.7698683100327682,31
33729,3.0,0.8230811745685236,32
47480,3.0,0.741012211358622,33
10694,1.0,0.5126541861115685,34
1031,invalid,0.0,35
48834,3.0,0.7954073749740417,36
43341,2.0,0.3549924874658341,37
47870,3.0,0.9018987971877087,38
49895,0.0,0.43109433512520584,39
37291,3.0,0.8637919744645781,40
11121,3.0,0.7473874144172351,41
38307,3.0,0.7064783196329224,42
19352,1.0,0.43485709067061135,43
24301,2.0,0.3916120704817279,44
23452,3.0,0.6226738838697581,45
886,3.0,0.864294044062692,46
32374,3.0,0.7948657507184426,47
25790,3.0,0.8684509187048243,48
5611,3.0,0.704886532022303,49
44643,3.0,0.6756717966799142,50
31537,3.0,0.8943932534706336,51
11238,invalid,0.0,52
19943,3.0,0.7844508616661204,53
20844,2.0,0.2924771283965211,54
39016,3.0,0.5389606059298355,55
42490,2.0,0.3274811627852087,56
1402,3.0,0.4295086550212538,57
41581,3.0,0.8301810737417727,58
48081,3.0,0.7683863637577981,59
12449,3.0,0.8368518265074034,60
46066,2.0,0.43579476211263035,61
37829,3.0,0.5116986977521729,62
1192,4.0,0.5609970803790181,63
44768,3.0,0.8276224496752,64
33748,3.0,0.508036226730872,65
13741,3.0,0.8865406043714729,66
25323,3.0,0.8675383577267991,67
6831,3.0,0.7709929628643447,68
43075,3.0,0.8860436300843071,69
48594,2.0,0.3842456744953533,70
16311,3.0,0.8936337798090622,71
48957,3.0,0.8091091546443212,72
38719,4.0,0.5003811369522083,73
17090,2.0,0.38705568982056476,74
5391,0.0,0.43185350379140053,75
35794,3.0,0.47339477465791924,76
42107,3.0,0.7037711138748689,77
20695,1.0,0.3234798350389425,78
14184,1.0,0.5224006963108673,79
48140,3.0,0.8776883467355207,80
41025,3.0,0.5559327643950895,81
34714,invalid,0.0,82
48242,3.0,0.755921288781707,83
26845,3.0,0.8464846990843738,84
8070,3.0,0.6310520070886575,85
24948,3.0,0.47924769547035806,86
12635,invalid,0.0,87
29293,3.0,0.8230829326300863,88
12271,3.0,0.6183878523213115,89
28981,3.0,0.8828405841572936,90
43872,3.0,0.7907061591569142,91
7737,3.0,0.9062836508669376,92
16019,1.0,0.5491309498663598,93
37045,3.0,0.639527120237954,94
49409,3.0,0.8148390287204713,95
47899,3.0,0.7803857122404574,96
30201,3.0,0.8269668708468492,97
12334,3.0,0.8857061511014535,98
49530,3.0,0.8370856793347393,99
26115,2.0,0.5141828064682976,100
11314,3.0,0.3644750450893602,101
5650,3.0,0.7934229010382963,102
33903,2.0,0.41379489867836783,103
10634,2.0,0.5583855415695586,104
26214,3.0,0.5847766214137693,105
9453,3.0,0.47284540164942596,106
9411,0.0,0.35114743832739354,107
686,2.0,0.4633653311893192,108
16823,3.0,0.804141653353298,109
37890,3.0,0.810096576059331,110
7574,3.0,0.698854905451354,111
38840,3.0,0.7215612711269666,112
21953,3.0,0.8882642703802148,113
16356,2.0,0.5062669208766427,114
