comment_id,dehumanize,confidence,index
39073,3.0,0.38857098145235736,0
13076,2.0,0.45059686773024293,1
21293,,0.0,2
43507,,0.0,3
29154,2.0,0.38920798042979593,4
43935,,0.0,5
20384,,0.0,6
15802,,0.0,7
1253,2.0,0.5017896946473882,8
20070,,0.0,9
20065,1.0,0.4560232138898364,10
12121,1.0,0.5453241992304575,11
38267,,0.0,12
809,,0.0,13
20021,,0.0,14
8369,,0.0,15
20043,,0.0,16
11064,,0.0,17
20004,,0.0,18
20048,,0.0,19
19671,,0.0,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.5928377068254034,23
19815,,0.0,24
41212,3.0,0.4592649656286787,25
20007,,0.0,26
6214,3.0,0.5479523706171159,27
37970,2.0,0.5155121032167089,28
20016,,0.0,29
28621,3.0,0.4633578182734813,30
25932,,0.0,31
38787,2.0,0.5923199443759096,32
20029,,0.0,33
2009,,0.0,34
38423,,0.0,35
20062,1.0,0.520829625081684,36
29710,,0.0,37
34899,2.0,0.5157711347195084,38
20064,0.0,0.7050063570960257,39
20028,,0.0,40
13756,,0.0,41
20067,0.0,0.7203084208756183,42
19343,,0.0,43
23410,2.0,0.618388053637955,44
20018,,0.0,45
11248,1.0,0.5086592825902433,46
15312,,0.0,47
20014,,0.0,48
20053,2.0,0.544484653996182,49
42897,3.0,0.5965698851838609,50
20033,,0.0,51
26548,,0.0,52
20034,,0.0,53
4458,2.0,0.6508488916114057,54
42704,,0.0,55
43793,,0.0,56
2173,,0.0,57
49597,,0.0,58
11466,,0.0,59
20005,,0.0,60
42470,,0.0,61
42646,,0.0,62
20009,,0.0,63
48425,3.0,0.6892815748814227,64
8041,,0.0,65
16493,1.0,0.5282704360595303,66
20057,,0.0,67
20055,1.0,0.5386559561424328,68
13674,3.0,0.6964168749399825,69
22918,3.0,0.5760167972376555,70
20020,4.0,0.42987925268629223,71
24631,,0.0,72
6616,1.0,0.5561424027745451,73
17732,2.0,0.5543978451894791,74
10476,1.0,0.4837809031667212,75
2747,2.0,0.5446701591388969,76
15026,4.0,0.798173813247858,77
31779,1.0,0.6154657012017669,78
30261,,0.0,79
8503,,0.0,80
30061,,0.0,81
2952,2.0,0.5092018476514317,82
25918,,0.0,83
18090,,0.0,84
23301,,0.0,85
39711,0.0,0.9274753140738439,86
20052,2.0,0.5862489396417558,87
18496,2.0,0.5286447960549064,88
10031,1.0,0.339552075654885,89
38528,1.0,0.5372249838596118,90
28547,,0.0,91
8603,,0.0,92
17157,3.0,0.4298485064256941,93
45259,,0.0,94
41924,2.0,0.3486195732828429,95
15118,,0.0,96
20010,,0.0,97
4762,1.0,0.4226856660306533,98
36873,2.0,0.5581394080952095,99
20015,,0.0,100
5212,,0.0,101
25804,,0.0,102
25862,3.0,0.6479368074809435,103
23517,,0.0,104
4145,,0.0,105
21006,,0.0,106
39561,,0.0,107
1550,3.0,0.4441790419396794,108
29939,,0.0,109
20013,,0.0,110
22394,2.0,0.5563674283127695,111
34734,,0.0,112
40455,1.0,0.5888519566309324,113
20068,,0.0,114
21406,,0.0,115
30665,2.0,0.5574554111394515,116
20026,,0.0,117
20059,1.0,0.48582324381937464,118
8994,1.0,0.4331525891782907,119
20024,,0.0,120
4587,,0.0,121
26493,2.0,0.2961908651274005,122
20038,,0.0,123
43442,,0.0,124
16178,,0.0,125
47205,,0.0,126
26842,,0.0,127
21275,,0.0,128
27786,,0.0,129
32962,,0.0,130
49016,,0.0,131
20045,,0.0,132
7479,,0.0,133
20069,,0.0,134
20088,,0.0,135
2088,,0.0,136
18346,,0.0,137
26170,,0.0,138
36180,,0.0,139
20008,,0.0,140
22489,,0.0,141
19431,,0.0,142
1645,,0.0,143
28525,,0.0,144
20017,,0.0,145
28203,,0.0,146
12852,,0.0,147
31411,,0.0,148
17197,,0.0,149
6827,,0.0,150
13252,,0.0,151
28929,,0.0,152
24983,,0.0,153
20925,2.0,0.6627370637022276,154
9989,2.0,0.3646010036600937,155
23012,2.0,0.5241473122666236,156
20685,,0.0,157
20061,0.0,0.5626546351012016,158
6032,,0.0,159
616,,0.0,160
46051,1.0,0.4776359805820016,161
23093,,0.0,162
20851,,0.0,163
20025,,0.0,164
20054,2.0,0.5907344387501908,165
39129,2.0,0.5801250032406603,166
18417,2.0,0.5644585826859161,167
47401,2.0,0.5753747110992098,168
47047,1.0,0.5069312226919334,169
28486,,0.0,170
30007,,0.0,171
20998,3.0,0.6405482204618013,172
20050,3.0,0.5626287787996566,173
32127,1.0,0.658667177129468,174
17959,,0.0,175
12278,,0.0,176
48434,2.0,0.5757339261844105,177
23725,,0.0,178
38133,,0.0,179
19687,2.0,0.6431602472329654,180
19040,2.0,0.5988334743239103,181
38354,,0.0,182
27791,,0.0,183
1787,,0.0,184
26953,3.0,0.4549336041936329,185
2317,,0.0,186
20041,3.0,0.7149418322296426,187
6830,,0.0,188
48629,3.0,0.8660771862654001,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.9132846413561021,194
39511,,0.0,195
8717,3.0,0.6671298840522252,196
13734,,0.0,197
48979,3.0,0.5911598644816686,198
28698,,0.0,199
