comment_id,sentiment,confidence,index
47777,3.0,0.9958599636075133,0
39773,3.0,0.5038773280056807,1
47101,0.0,0.9597522896653238,2
43625,1.0,0.8720932482546606,3
12538,0.0,0.999894002917179,4
11001,3.0,0.9437201227638794,5
13168,0.0,0.9991700781196482,6
17034,0.0,0.9999993602666628,7
40171,0.0,0.9759443053631282,8
1006,0.0,0.9999398301307726,9
23643,4.0,0.8596635430482855,10
14241,1.0,0.9029969467764638,11
20583,1.0,0.8941696557365303,12
30879,1.0,0.70197315604256,13
29527,0.0,0.9983230773211497,14
23016,0.0,0.9415965074630392,15
22819,1.0,0.6178152141742277,16
36534,0.0,0.9999991406904954,17
7287,0.0,0.9999949724472859,18
32074,2.0,0.5038704631397939,19
46526,1.0,0.6000745147405686,20
30683,0.0,0.986776590095469,21
15758,1.0,0.8266727762910133,22
14868,2.0,0.9968312043439048,23
11817,0.0,0.9999677972894094,24
4373,3.0,0.9304579201099986,25
1323,3.0,0.5273153966360616,26
38126,1.0,0.766008992714688,27
26362,2.0,0.9631609579510041,28
5410,1.0,0.6368103631093482,29
39276,0.0,0.9984263138405017,30
32811,0.0,0.7295683240236398,31
33729,2.0,0.5631333916943246,32
47480,0.0,0.9850406800054563,33
10694,3.0,0.603929656996621,34
1031,0.0,0.688681913858243,35
48834,0.0,0.5271108497041208,36
43341,0.0,0.9998944153441708,37
47870,0.0,0.9441757792459388,38
49895,4.0,0.8354813509154073,39
37291,0.0,0.9996698143737411,40
11121,0.0,0.6756547510490097,41
38307,0.0,0.9912594081213523,42
19352,3.0,0.9854649353140212,43
24301,2.0,0.5606396800934685,44
23452,3.0,0.9449466753357412,45
886,0.0,0.9481497822338977,46
32374,0.0,0.9953900037710247,47
25790,0.0,0.9974480914975999,48
5611,2.0,0.8513253863932564,49
44643,1.0,0.8914605921595211,50
31537,0.0,0.9938065960449536,51
11238,0.0,0.9999819310518123,52
19943,3.0,0.47768257127590485,53
20844,0.0,0.9364246389080951,54
39016,0.0,0.9999760563950536,55
42490,2.0,0.999804346270454,56
1402,2.0,0.7401120378090205,57
41581,0.0,0.9989835910260757,58
48081,0.0,0.9926535503472241,59
12449,0.0,0.9999886693495814,60
46066,1.0,0.6529624716741117,61
37829,1.0,0.8452295369284358,62
1192,0.0,0.9765924595732094,63
44768,0.0,0.9759378471296593,64
33748,1.0,0.9408159588581179,65
13741,1.0,0.9668224772474862,66
25323,1.0,0.5542854643967298,67
6831,0.0,0.9999407589326618,68
43075,0.0,0.9984268017784009,69
48594,3.0,0.6723279403073923,70
16311,0.0,0.986362689722216,71
48957,0.0,0.9098927491536486,72
38719,0.0,0.9998525116869961,73
17090,3.0,0.8595914772080632,74
5391,4.0,0.9124346169809058,75
35794,1.0,0.5997382964540012,76
42107,0.0,0.9740358708647594,77
20695,2.0,0.5105792491762795,78
14184,3.0,0.9481357072276749,79
48140,0.0,0.9966231551757436,80
41025,2.0,0.8536883067232902,81
34714,0.0,0.9997656354232612,82
48242,1.0,0.8950930386024625,83
26845,0.0,0.9990599310239678,84
8070,0.0,0.9997464157459448,85
24948,0.0,0.6857553498412894,86
12635,0.0,0.9999993203213687,87
29293,1.0,0.8622627216294321,88
12271,0.0,0.9961386455916214,89
28981,0.0,0.9986926228913269,90
43872,1.0,0.9022481767031242,91
7737,0.0,0.9999215585058469,92
16019,4.0,0.9859363158147352,93
37045,1.0,0.9227397014382664,94
49409,0.0,0.8991052924896101,95
47899,0.0,0.9997694756594556,96
30201,0.0,0.994444391307718,97
12334,0.0,0.9669022637710852,98
49530,0.0,0.9990744652237095,99
26115,2.0,0.9959304983879707,100
11314,1.0,0.9404523516112411,101
5650,1.0,0.510506226726044,102
33903,3.0,0.9967709423578598,103
10634,2.0,0.9999160678565058,104
26214,1.0,0.6150541332163915,105
9453,0.0,0.9999901699086446,106
9411,4.0,0.9481542826617486,107
686,3.0,0.8066514936961062,108
16823,0.0,0.9930958358502722,109
37890,0.0,0.9919362612597773,110
7574,1.0,0.8329870763181441,111
38840,1.0,0.991458463839153,112
21953,1.0,0.9933413528616959,113
16356,3.0,0.9984706388108385,114
7896,0.0,0.9229897109700167,115
23646,0.0,0.6578638088416141,116
22607,0.0,0.9111772029769495,117
4267,4.0,0.7549123837042078,118
26915,0.0,0.5674446847859471,119
40331,1.0,0.7431229380084191,120
3581,0.0,0.9983165673300219,121
41018,1.0,0.923744788615831,122
43300,0.0,0.9983504482114951,123
46711,1.0,0.894264132362534,124
13308,3.0,0.8055906008379756,125
38052,0.0,0.9867679748485554,126
37950,0.0,0.960919634087503,127
38433,4.0,0.57749378074242,128
29026,0.0,0.9884314164826705,129
3101,2.0,0.9995097744285814,130
1832,1.0,0.7305635509431095,131
46846,3.0,0.990550445399232,132
17601,0.0,0.9999671397941224,133
20950,0.0,0.6405927463244641,134
19924,0.0,0.9999053685545767,135
29478,2.0,0.7670595171727999,136
17037,0.0,0.6441692411753612,137
31516,0.0,0.9953791534985048,138
26033,1.0,0.8844378676336752,139
25490,0.0,0.9973267841489546,140
46657,0.0,0.9284006469421469,141
38578,4.0,0.996972123419558,142
45835,1.0,0.7852064943344729,143
44820,0.0,0.9999328942773091,144
39890,1.0,0.7787066543774617,145
24908,0.0,0.998714922973776,146
36126,3.0,0.6076366796021012,147
14889,0.0,0.9195886694678241,148
46827,2.0,0.8525536091313245,149
43131,0.0,0.9999999142532989,150
23175,0.0,0.9985660547746914,151
32857,0.0,0.9996011712205058,152
5141,3.0,0.9996274859514956,153
34789,1.0,0.6297486117126847,154
22001,1.0,0.6885497163481852,155
12494,0.0,0.9999998699857093,156
42332,1.0,0.8613834901661152,157
1919,0.0,0.6442003335427028,158
23793,0.0,0.9999552965346206,159
35604,0.0,0.9999919738074055,160
11130,2.0,0.975066178588733,161
47202,1.0,0.5186151900090699,162
4948,2.0,0.9824359456889458,163
17862,2.0,0.9933578192843451,164
3,2.0,0.7827075862098662,165
15365,1.0,0.8638611729153409,166
49891,1.0,0.8331447796390009,167
6946,0.0,0.9999865677439419,168
24396,3.0,0.9571669456851605,169
12809,0.0,0.6207125645888578,170
34824,0.0,0.6221499070773372,171
17470,1.0,0.8438672224462198,172
42264,0.0,0.9805785507673203,173
17372,3.0,0.9945553069031117,174
34112,0.0,0.6958439239449502,175
46835,1.0,0.9883400868863954,176
15009,0.0,0.9999807615399412,177
13193,3.0,0.9719687396500015,178
29,3.0,0.9991108424802939,179
26745,4.0,0.7401739224203119,180
29783,0.0,0.9994724953318785,181
27140,1.0,0.9662236689331795,182
36829,2.0,0.6179008531749094,183
29107,0.0,0.9996314419226727,184
9430,1.0,0.7187924405410946,185
40281,0.0,0.9921840181041622,186
5458,0.0,0.9465870271861123,187
774,2.0,0.844589901875986,188
15462,1.0,0.5427347116854934,189
42901,2.0,0.5421629024247151,190
33856,1.0,0.9067835683434726,191
20190,0.0,0.5389709190000748,192
28859,0.0,0.7519883096322961,193
11064,0.0,0.9732401746246675,194
