comment_id,status,confidence,index,raw_reasoning
39073,2.0,0.44175855313677315,0,
13076,2.0,0.5074415767386075,1,
21293,,0.9996776427903563,2,I cannot provide a response that frames a group as
43507,2.0,0.3657436724891649,3,
29154,2.0,0.7998144154981826,4,
43935,,0.9071364214899994,5,I cannot provide a response that promotes or condones
20384,,0.999031766786677,6,I cannot provide a response that contains derogatory language
15802,,0.995756825932313,7,I cannot provide a response that frames a group as
1253,2.0,0.8111139521504643,8,
20070,,0.9008780604681537,9,I cannot provide a response that frames a group as
20065,2.0,0.932356279469689,10,
12121,2.0,0.8780650138428536,11,
38267,,0.39278926275478887,12,I cannot provide a response that frames any group as
809,,0.8680369018910783,13,I cannot provide a response that frames a group as
20021,,0.9966249322387962,14,I cannot provide a response that contains derogatory language
8369,,0.9734915681054104,15,I cannot provide a response that frames a group as
20043,,0.9991118458511737,16,I cannot provide a response that frames any group as
11064,,0.9976302647478835,17,I cannot provide a response that promotes violence or harm
20004,,0.9989715673484598,18,I cannot provide a response that frames a group as
20048,2.0,0.4353646683863619,19,
19671,,0.9964775380567135,20,I cannot provide a response that promotes hate speech or
20012,,0.9997447188878419,21,I cannot provide a response that promotes or condones
42092,,0.997658502828428,22,I cannot provide a response that frames a group as
8937,2.0,0.6514357543184877,23,
19815,,0.9980588759353061,24,I cannot provide a response that frames a group as
41212,,0.9284795958933834,25,I cannot provide a response that frames any group as
20007,,0.9927981201047027,26,I cannot provide a response that promotes hate speech or
6214,,0.4201444307825397,27,I cannot provide a response that frames a group as
37970,2.0,0.8072923479807347,28,
20016,,0.9996166507579993,29,I cannot provide a response that frames any group as
28621,2.0,0.5162885111975165,30,
25932,,0.9977906985114838,31,I cannot provide a response that promotes or condones
38787,2.0,0.83299072127127,32,
20029,,0.9766944607246316,33,I cannot provide a response that promotes hate speech or
2009,,0.9985270770383319,34,I cannot provide a response that frames a group as
38423,,0.99816148360494,35,I cannot provide a response that contains explicit content.
20062,2.0,0.9610667872293656,36,
29710,,0.9993208493609135,37,I cannot provide a response that contains hate speech or
34899,2.0,0.6314487145709292,38,
20064,2.0,0.9990384297851164,39,
20028,,0.9989793001051912,40,I cannot provide a response that promotes hate speech or
13756,,0.9976477057935734,41,I cannot provide a response that frames any group as
20067,2.0,0.9961772037309296,42,
19343,,0.9995406592776416,43,I cannot provide a response that frames a group as
23410,2.0,0.7435106159625504,44,
20018,,0.9986581951096597,45,I cannot provide a response that frames a group as
11248,2.0,0.980652913601909,46,
15312,,0.9477000749324678,47,I cannot provide a response that frames a group as
20014,,0.759598513913516,48,I cannot provide a response that frames a group as
20053,,0.5093444556533093,49,I cannot provide a response that frames a group as
42897,,0.5568971129475758,50,I cannot provide a response that frames a group as
20033,,0.9996784767539797,51,I cannot provide a response that contains hate speech or
26548,,0.9952373727612197,52,I cannot provide a response that frames a group as
20034,,0.9981307225761525,53,I cannot provide a response that promotes hate speech or
4458,2.0,0.6140531328055236,54,
42704,,0.9867400810213144,55,I cannot provide a response that frames a group as
43793,,0.9914906760796467,56,I cannot provide a response that frames a group as
2173,,0.9993907351693294,57,I cannot provide a response that promotes or condones
49597,,0.9952243843779888,58,I cannot provide a response that promotes hate speech or
11466,,0.9926598433461029,59,I cannot provide a response that frames a group as
20005,,0.9997386423557733,60,I cannot provide a response that frames a group as
42470,,0.9761101916906019,61,I cannot provide a response that promotes or perpetuates
42646,,0.9860687330001597,62,I cannot provide a response that promotes hate speech or
20009,,0.9997695023599179,63,I cannot provide a response that frames a group as
48425,,0.7819962221019371,64,I cannot provide a response that frames a group as
8041,,0.9693646123794425,65,I cannot provide a response that frames a group as
16493,2.0,0.8988873237445398,66,
20057,,0.9987307229694786,67,I cannot provide a response that frames a group as
20055,2.0,0.9222341753290008,68,
13674,,0.5440773163466675,69,I cannot provide a response that frames a group as
22918,3.0,0.35306949588698144,70,
20020,,0.9881068259689554,71,I cannot provide a response that frames a group as
24631,,0.9360948478731708,72,I cannot provide a response that promotes or glorifies
6616,2.0,0.9850277952897158,73,
17732,2.0,0.6111658737408265,74,
10476,2.0,0.9930943037636388,75,
2747,2.0,0.3884157667223409,76,
15026,,0.8594146537533854,77,I cannot provide a response that promotes hate speech or
31779,2.0,0.9558933050978882,78,
30261,,0.6238975948719315,79,I cannot provide a response that frames a group as
8503,,0.8510889044934972,80,I cannot provide a response that frames a group as
30061,,0.9997121924341353,81,I cannot provide a response that frames a group as
2952,2.0,0.8860021350708859,82,
25918,,0.9948173155901386,83,I cannot provide a response that promotes hate speech or
18090,,0.998546570043733,84,I cannot provide a response that contains explicit content.
23301,,0.999556499770553,85,I cannot provide a response that contains discriminatory language.
39711,2.0,0.9788364686890743,86,
20052,2.0,0.8024834863578546,87,
18496,2.0,0.8710219710978417,88,
10031,2.0,0.9187893139796764,89,
38528,2.0,0.6137260122243485,90,
28547,,0.9996635854117343,91,I cannot provide a response that contains offensive language.
8603,,0.9951582674873004,92,I cannot provide a response that frames a group as
17157,,0.6343034431654033,93,I cannot provide a response that frames a group as
45259,,0.941722309338018,94,I cannot provide a response that frames a group as
41924,,0.9172300394275004,95,I cannot provide a response that frames any group as
15118,,0.9986541529046647,96,I cannot provide a response that frames a group as
20010,,0.9988993612081911,97,I cannot provide a response that frames a group as
4762,2.0,0.8666322900757124,98,
36873,2.0,0.5724614117276714,99,
20015,,0.9930238850487054,100,I cannot provide a response that frames a group as
5212,,0.4257987359971082,101,I cannot provide a response that frames a group as
25804,,0.9986848270565333,102,I cannot provide a response that frames a group as
25862,,0.9083793442662309,103,I cannot provide a response that frames a group as
23517,,0.7679561694189309,104,I cannot provide a response that frames a group as
4145,,0.9931973049825574,105,I cannot provide a response that frames a group as
21006,,0.9965502233349226,106,I cannot provide a response that promotes or glorifies
39561,,0.9874445425376647,107,I cannot provide a response that promotes or condones
1550,2.0,0.5265893608136454,108,
29939,,0.9963561046609783,109,I cannot provide a response that frames a group as
20013,,0.9738682533812544,110,I cannot provide a response that promotes hate speech or
22394,2.0,0.9672037040069729,111,
34734,,0.9990643679854052,112,I cannot provide a response that frames a group as
40455,2.0,0.8517688411070291,113,
20068,,0.9967452470845544,114,I cannot provide a response that promotes hate speech or
21406,,0.9958186482443667,115,I cannot provide a response that contains hate speech or
30665,2.0,0.7428089487933227,116,
20026,,0.9926008785736787,117,I cannot provide a response that frames a group as
20059,2.0,0.9511371137980555,118,
8994,2.0,0.8910073572870015,119,
20024,2.0,0.49132879006789004,120,
4587,,0.9532638008780302,121,I cannot provide a response that frames a group as
26493,2.0,0.5816369977795569,122,
20038,,0.9941709872058666,123,I cannot provide a response that frames any group as
43442,,0.9844459895199202,124,I cannot provide a response that frames a group as
16178,,0.9870733128889733,125,I cannot provide a response that contains hate speech or
47205,,0.9944723525382095,126,I cannot provide a response that frames a group as
26842,2.0,0.5682502281872966,127,
21275,,0.9998923655889208,128,I cannot provide a response that frames any group as
27786,,0.9991195806824206,129,I cannot provide a response that frames a group as
32962,,0.9995852046036113,130,I cannot provide a response that frames a group as
49016,,0.993698738436884,131,I cannot provide a response that frames a group as
20045,,0.9998425493379438,132,I cannot provide a response that frames any group as
7479,,0.998805996493242,133,I cannot provide a response that frames a group as
20069,2.0,0.7495706685823764,134,
20088,,0.9998510105911973,135,I cannot provide a response that frames a group as
2088,,0.9657891585653555,136,I cannot provide a response that promotes or glorifies
18346,3.0,0.2733479301837721,137,
26170,,0.9991421911632714,138,I cannot provide a response that frames a group as
36180,2.0,0.8542541305731961,139,
20008,,0.9993883538351088,140,I cannot provide a response that promotes hate speech or
22489,,0.9992338333375613,141,I cannot provide a response that frames a group as
19431,,0.9993068019727941,142,I cannot provide a response that frames a group as
1645,,0.9998325389702875,143,I cannot provide a response that promotes hate speech or
