comment_id,violence,confidence,index
39073,0.0,0.8238966840664231,0
13076,1.0,0.4178867655226407,1
21293,invalid,0.0,2
43507,0.0,0.602184665301978,3
29154,invalid,0.0,4
43935,3.0,0.924610078081151,5
20384,2.0,0.5667087186313504,6
15802,3.0,0.7162116170537727,7
1253,invalid,0.0,8
20070,3.0,0.77247872999025,9
20065,invalid,0.0,10
12121,invalid,0.0,11
38267,3.0,0.5377135484405371,12
809,3.0,0.6251299956219994,13
20021,3.0,0.6527412812370692,14
8369,3.0,0.5541348091697276,15
20043,3.0,0.6442776205890082,16
11064,3.0,0.8764434430199197,17
20004,4.0,0.7785220494948604,18
20048,0.0,0.48418555217955195,19
19671,3.0,0.8069376177525535,20
20012,invalid,0.0,21
42092,3.0,0.4738943687283544,22
8937,invalid,0.0,23
19815,3.0,0.7298058235979321,24
41212,3.0,0.8158466052384554,25
20007,invalid,0.0,26
6214,2.0,0.4946061580942912,27
37970,invalid,0.0,28
20016,invalid,0.0,29
28621,2.0,0.482766100975649,30
25932,invalid,0.0,31
38787,0.0,0.8176385547026302,32
20029,3.0,0.7561142917281453,33
2009,3.0,0.7949221314710574,34
38423,invalid,0.0,35
20062,0.0,0.9897485628983691,36
29710,invalid,0.0,37
34899,1.0,0.45773315525529384,38
20064,invalid,0.0,39
20028,invalid,0.0,40
13756,2.0,0.3888859198786534,41
20067,invalid,0.0,42
19343,invalid,0.0,43
23410,0.0,0.7207765182695443,44
20018,invalid,0.0,45
11248,0.0,0.9856163809025107,46
15312,3.0,0.7859907049736311,47
20014,3.0,0.6275450620171611,48
20053,2.0,0.5292227726200047,49
42897,2.0,0.4105497975483643,50
20033,invalid,0.0,51
26548,3.0,0.9220690849995804,52
20034,invalid,0.0,53
4458,0.0,0.5918786308657394,54
42704,3.0,0.5077442791226293,55
43793,3.0,0.8530720842580494,56
2173,invalid,0.0,57
49597,3.0,0.5373788624567167,58
11466,3.0,0.6859982970908676,59
20005,invalid,0.0,60
42470,2.0,0.3782396106936204,61
42646,invalid,0.0,62
20009,invalid,0.0,63
48425,2.0,0.4483012913579435,64
8041,2.0,0.5630639641155295,65
16493,invalid,0.0,66
20057,invalid,0.0,67
20055,invalid,0.0,68
13674,2.0,0.47512934149627095,69
22918,3.0,0.7478667579617218,70
20020,3.0,0.9036310268294494,71
24631,4.0,0.9213430141136941,72
6616,invalid,0.0,73
17732,2.0,0.5227917742868278,74
10476,invalid,0.0,75
2747,0.0,0.6381837917578069,76
15026,3.0,0.7597827825340095,77
31779,invalid,0.0,78
30261,2.0,0.5108499654381212,79
8503,0.0,0.40679260025068015,80
30061,invalid,0.0,81
2952,0.0,0.9341285307017685,82
25918,3.0,0.8189599307191325,83
18090,4.0,0.5561250174207488,84
23301,3.0,0.48949959226149686,85
39711,invalid,0.0,86
20052,invalid,0.0,87
18496,invalid,0.0,88
10031,0.0,0.9789328353761992,89
38528,0.0,0.9244108964469459,90
28547,3.0,0.683845801159107,91
8603,3.0,0.6934261398716939,92
17157,2.0,0.3483925226936695,93
45259,2.0,0.44848430450542853,94
41924,0.0,0.6620614092543593,95
15118,invalid,0.0,96
20010,invalid,0.0,97
4762,invalid,0.0,98
36873,invalid,0.0,99
20015,3.0,0.45911400483461257,100
5212,invalid,0.0,101
25804,4.0,0.4949351558076719,102
25862,3.0,0.6706197139550255,103
23517,3.0,0.6804136648341129,104
4145,4.0,0.5735887928922032,105
21006,4.0,0.6971167496495899,106
39561,4.0,0.69203604654479,107
1550,2.0,0.5387295879757114,108
29939,3.0,0.7028618448687914,109
20013,3.0,0.5781543341619322,110
22394,invalid,0.0,111
34734,3.0,0.7264038615884695,112
40455,0.0,0.9434072591442222,113
20068,invalid,0.0,114
21406,3.0,0.6823136370029522,115
30665,2.0,0.48292339527032596,116
20026,3.0,0.6214973997029538,117
20059,0.0,0.986913559372112,118
8994,invalid,0.0,119
20024,1.0,0.42239677613475396,120
4587,3.0,0.6704658768645528,121
26493,0.0,0.4125951417121458,122
20038,3.0,0.7437786751053511,123
43442,3.0,0.7951739321187653,124
16178,3.0,0.7421349536922459,125
47205,invalid,0.0,126
26842,0.0,0.6123497862470562,127
21275,invalid,0.0,128
27786,invalid,0.0,129
32962,invalid,0.0,130
49016,2.0,0.4111740018520587,131
20045,invalid,0.0,132
7479,2.0,0.4508364499277916,133
20069,0.0,0.9505359874562737,134
20088,invalid,0.0,135
2088,3.0,0.7876905073879203,136
18346,0.0,0.39113057424124287,137
26170,3.0,0.4038559596219274,138
36180,invalid,0.0,139
20008,invalid,0.0,140
22489,3.0,0.5411624401933856,141
19431,3.0,0.6269411566394532,142
1645,invalid,0.0,143
28525,invalid,0.0,144
20017,3.0,0.9373209610654735,145
28203,invalid,0.0,146
12852,0.0,0.643051995629849,147
31411,0.0,0.3657509950196055,148
17197,invalid,0.0,149
6827,invalid,0.0,150
13252,2.0,0.4202605843241635,151
28929,2.0,0.40075095273493394,152
24983,3.0,0.6726616998097178,153
20925,1.0,0.5741168211876376,154
9989,2.0,0.5181253305538607,155
23012,invalid,0.0,156
20685,2.0,0.620447344742991,157
20061,invalid,0.0,158
6032,invalid,0.0,159
616,3.0,0.7175599484129459,160
46051,invalid,0.0,161
23093,3.0,0.5144728562626651,162
20851,3.0,0.8017420911542994,163
20025,3.0,0.7506580346339587,164
20054,0.0,0.6815422390143459,165
39129,2.0,0.618768803475552,166
18417,0.0,0.8458221294060698,167
47401,invalid,0.0,168
47047,invalid,0.0,169
28486,2.0,0.4299481850907188,170
30007,0.0,0.8329436236429991,171
20998,2.0,0.4952737201644073,172
20050,2.0,0.6188782464699272,173
32127,invalid,0.0,174
17959,invalid,0.0,175
12278,3.0,0.5499511348416734,176
48434,1.0,0.5412487153993587,177
23725,3.0,0.5911604516185511,178
38133,0.0,0.4681870434564441,179
19687,1.0,0.5223989903515098,180
19040,invalid,0.0,181
38354,3.0,0.635053316734503,182
27791,3.0,0.7072479846035116,183
1787,4.0,0.6911467066293938,184
26953,2.0,0.394739691752262,185
2317,3.0,0.606313962046081,186
20041,1.0,0.49877150491047123,187
6830,2.0,0.5047862732808321,188
48629,2.0,0.5856182620849945,189
38703,3.0,0.6541313577255924,190
19705,invalid,0.0,191
10043,2.0,0.43609769604075066,192
14213,3.0,0.5501472660118608,193
46750,2.0,0.6260059831527669,194
39511,4.0,0.5427404096033872,195
8717,2.0,0.4635360108223566,196
13734,3.0,0.6700272958030417,197
48979,2.0,0.5206960798874386,198
28698,2.0,0.51609435982188,199
