comment_id,insult,confidence,index
39073,2.0,0.6857515744980248,0
13076,3.0,0.5846178995931824,1
21293,,0.0,2
43507,4.0,0.6464664368056774,3
29154,2.0,0.6305867699341852,4
43935,4.0,0.8359315378472131,5
20384,,0.0,6
15802,4.0,0.9220747227684553,7
1253,2.0,0.6528754959485071,8
20070,4.0,0.9873216996476151,9
20065,0.0,0.615430595026965,10
12121,0.0,0.41712383924229235,11
38267,3.0,0.5811055681684185,12
809,4.0,0.867826142668309,13
20021,4.0,0.9070418723023274,14
8369,4.0,0.9505914131954777,15
20043,4.0,0.9969126232477029,16
11064,4.0,0.7328599848092402,17
20004,4.0,0.5897118607490252,18
20048,3.0,0.48420061410720905,19
19671,4.0,0.9890439610771911,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.6623951023431118,23
19815,4.0,0.8371454177703632,24
41212,4.0,0.7085199626958278,25
20007,4.0,0.9927212815368172,26
6214,4.0,0.5634451163463908,27
37970,2.0,0.713086089046698,28
20016,,0.0,29
28621,2.0,0.6534891920785013,30
25932,4.0,0.9612364882905894,31
38787,2.0,0.6591756480011821,32
20029,4.0,0.9987762662430724,33
2009,4.0,0.9573256347346722,34
38423,4.0,0.7082785265218248,35
20062,2.0,0.4248821505257911,36
29710,,0.0,37
34899,3.0,0.5549465922960187,38
20064,0.0,0.9323848790424258,39
20028,4.0,0.6516669031257677,40
13756,4.0,0.6753863646413184,41
20067,0.0,0.764234791533338,42
19343,,0.0,43
23410,3.0,0.6996719892691392,44
20018,4.0,0.9740464687527218,45
11248,2.0,0.38764857084921045,46
15312,4.0,0.9279896606442246,47
20014,4.0,0.9878364090639936,48
20053,2.0,0.543220943261196,49
42897,3.0,0.594585481948471,50
20033,,0.0,51
26548,4.0,0.43990599109049716,52
20034,4.0,0.8868136458628832,53
4458,3.0,0.48502106506878806,54
42704,4.0,0.9718898791111846,55
43793,4.0,0.8696935087899114,56
2173,4.0,0.8726873828221424,57
49597,4.0,0.9617794894402069,58
11466,4.0,0.9623606334442216,59
20005,,0.0,60
42470,4.0,0.9966508635852792,61
42646,4.0,0.9409791473170291,62
20009,,0.0,63
48425,4.0,0.6257517276043977,64
8041,4.0,0.958902548257749,65
16493,0.0,0.3653871544100759,66
20057,,0.0,67
20055,2.0,0.5701599243657316,68
13674,4.0,0.6676459026408392,69
22918,4.0,0.9804287267045048,70
20020,4.0,0.9681077297167766,71
24631,4.0,0.9760519254574037,72
6616,2.0,0.48573339755854084,73
17732,2.0,0.5561886139408199,74
10476,1.0,0.4514567026592738,75
2747,2.0,0.6197743534875719,76
15026,4.0,0.9984563612008052,77
31779,2.0,0.41694456929459245,78
30261,4.0,0.5989982927667841,79
8503,2.0,0.5594605992523084,80
30061,,0.0,81
2952,2.0,0.685659225961207,82
25918,4.0,0.8785298610447813,83
18090,4.0,0.9116921451175978,84
23301,,0.0,85
39711,0.0,0.9443759270481724,86
20052,3.0,0.629703706720732,87
18496,2.0,0.6905884534020353,88
10031,2.0,0.48664621218553794,89
38528,2.0,0.7060483178377085,90
28547,,0.0,91
8603,,0.0,92
17157,4.0,0.47886726885220754,93
45259,4.0,0.8999449160360581,94
41924,4.0,0.4131181047298634,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.680558555859117,98
36873,2.0,0.6400415860835185,99
20015,4.0,0.9861304010830505,100
5212,4.0,0.44476227458910433,101
25804,,0.0,102
25862,4.0,0.9153882629770858,103
23517,4.0,0.9920725106082573,104
4145,4.0,0.9840162904175002,105
21006,,0.0,106
39561,4.0,0.9221168917438081,107
1550,4.0,0.9015893299710794,108
29939,4.0,0.9548920229193848,109
20013,4.0,0.9949636288408918,110
22394,1.0,0.4010541841896762,111
34734,,0.0,112
40455,2.0,0.5990694175253882,113
20068,,0.0,114
21406,4.0,0.5452606253957238,115
30665,2.0,0.6659529138199334,116
20026,4.0,0.982321486137657,117
20059,2.0,0.5978656493570306,118
8994,1.0,0.6065424815463983,119
20024,3.0,0.6402651809152933,120
4587,4.0,0.9956943017731817,121
26493,2.0,0.4334839337652322,122
20038,4.0,0.9328874632267848,123
43442,4.0,0.9932128273118941,124
16178,4.0,0.9628875538905857,125
47205,4.0,0.9822398219727565,126
26842,2.0,0.698810941927727,127
21275,,0.0,128
27786,4.0,0.9607836703266973,129
32962,4.0,0.9278110737871149,130
49016,4.0,0.9436536296112523,131
20045,,0.0,132
7479,4.0,0.447843193286669,133
20069,2.0,0.35136819720958357,134
20088,,0.0,135
2088,4.0,0.9838381017932033,136
18346,3.0,0.45925160715229363,137
26170,4.0,0.5951463371141871,138
36180,2.0,0.5423922333457827,139
20008,,0.0,140
22489,4.0,0.9073096903725203,141
19431,4.0,0.9761866350344387,142
1645,,0.0,143
28525,2.0,0.7137026312001032,144
20017,4.0,0.9624773489790037,145
28203,,0.0,146
12852,2.0,0.6538020044311721,147
31411,,0.0,148
17197,1.0,0.5481060598490345,149
6827,4.0,0.9992146703620816,150
13252,3.0,0.4590737410402023,151
28929,3.0,0.5162018919253448,152
24983,4.0,0.7426756270077531,153
20925,2.0,0.7457280885690369,154
9989,4.0,0.9949642191057073,155
23012,2.0,0.45017183089019813,156
20685,,0.0,157
20061,0.0,0.8821850868636036,158
6032,,0.0,159
616,4.0,0.9322591780664476,160
46051,2.0,0.6246621482351088,161
23093,4.0,0.830252905525585,162
20851,4.0,0.9488798085571184,163
20025,4.0,0.8901280876561164,164
20054,3.0,0.5589446675894681,165
39129,2.0,0.5751958218716365,166
