comment_id,respect,confidence,index
39073,2.0,0.48041967763709287,0
13076,1.0,0.7013650987142185,1
21293,,0.0,2
43507,0.0,0.7078780245186074,3
29154,2.0,0.6218293320763467,4
43935,,0.0,5
20384,,0.0,6
15802,,0.0,7
1253,3.0,0.632737523985627,8
20070,0.0,0.9445661614568789,9
20065,3.0,0.787094467421021,10
12121,3.0,0.5939606124909819,11
38267,1.0,0.5346216241922014,12
809,,0.0,13
20021,,0.0,14
8369,,0.0,15
20043,,0.0,16
11064,,0.0,17
20004,,0.0,18
20048,,0.0,19
19671,,0.0,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.7313495396167647,23
19815,,0.0,24
41212,0.0,0.6777792737446114,25
20007,0.0,0.9285571951121415,26
6214,1.0,0.6950510117638605,27
37970,2.0,0.7024781300870006,28
20016,,0.0,29
28621,1.0,0.7062291959578434,30
25932,,0.0,31
38787,2.0,0.7101780550002557,32
20029,0.0,0.8963444319844046,33
2009,,0.0,34
38423,,0.0,35
20062,3.0,0.9481551118836439,36
29710,,0.0,37
34899,2.0,0.6706736699182073,38
20064,3.0,0.9569548667591142,39
20028,,0.0,40
13756,,0.0,41
20067,3.0,0.8871472439128378,42
19343,,0.0,43
23410,3.0,0.5031051386234545,44
20018,,0.0,45
11248,3.0,0.9315128929180531,46
15312,0.0,0.8693057061842782,47
20014,0.0,0.9678615500801154,48
20053,2.0,0.6391056638622958,49
42897,1.0,0.463620929428396,50
20033,,0.0,51
26548,,0.0,52
20034,,0.0,53
4458,2.0,0.8014970731273308,54
42704,,0.0,55
43793,,0.0,56
2173,,0.0,57
49597,,0.0,58
11466,,0.0,59
20005,,0.0,60
42470,,0.0,61
42646,0.0,0.7986445030901087,62
20009,,0.0,63
48425,0.0,0.550554484611106,64
8041,,0.0,65
16493,3.0,0.7141149202196645,66
20057,,0.0,67
20055,3.0,0.8622532963787712,68
13674,0.0,0.8211380075233325,69
22918,0.0,0.8719907866656611,70
20020,0.0,0.8691476469880272,71
24631,0.0,0.7243200293491805,72
6616,3.0,0.7896600768950601,73
17732,2.0,0.5823335533307356,74
10476,3.0,0.5023836497482234,75
2747,2.0,0.5130987321115371,76
15026,0.0,0.9974773549590933,77
31779,3.0,0.6167415185940093,78
30261,0.0,0.503444650556838,79
8503,2.0,0.5590385591125147,80
30061,,0.0,81
2952,2.0,0.6577039406102131,82
25918,,0.0,83
18090,,0.0,84
23301,,0.0,85
39711,3.0,0.7294403163387329,86
20052,2.0,0.6605480772209293,87
18496,2.0,0.5685263047361314,88
10031,2.0,0.43561801169188485,89
38528,1.0,0.8423560731834159,90
28547,,0.0,91
8603,,0.0,92
17157,1.0,0.44867052182878636,93
45259,,0.0,94
41924,2.0,0.36696340746383654,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.6232896203526935,98
36873,3.0,0.8106639501128347,99
20015,,0.0,100
5212,,0.0,101
25804,,0.0,102
25862,,0.0,103
23517,0.0,0.971796090910461,104
4145,,0.0,105
21006,,0.0,106
39561,0.0,0.7364692112173514,107
1550,1.0,0.48159191469083906,108
29939,0.0,0.6657646524828416,109
20013,0.0,0.95854031085974,110
22394,3.0,0.8423773868910586,111
34734,,0.0,112
40455,2.0,0.6796706321479467,113
20068,,0.0,114
21406,,0.0,115
30665,2.0,0.7068444018522348,116
20026,,0.0,117
20059,3.0,0.5459371110655109,118
8994,3.0,0.9006391493655276,119
20024,1.0,0.7629400278832356,120
4587,,0.0,121
26493,2.0,0.7243938154874374,122
20038,,0.0,123
43442,,0.0,124
16178,,0.0,125
47205,,0.0,126
26842,2.0,0.6279146775444139,127
21275,,0.0,128
27786,,0.0,129
32962,,0.0,130
49016,,0.0,131
20045,,0.0,132
7479,,0.0,133
20069,2.0,0.6387336732324992,134
20088,,0.0,135
2088,,0.0,136
18346,,0.0,137
26170,,0.0,138
36180,2.0,0.6099929522114541,139
20008,,0.0,140
22489,,0.0,141
19431,,0.0,142
1645,,0.0,143
28525,1.0,0.6903415033086197,144
20017,,0.0,145
28203,,0.0,146
12852,2.0,0.31175460999696436,147
31411,,0.0,148
17197,3.0,0.7718853127179206,149
6827,,0.0,150
13252,,0.0,151
28929,0.0,0.3970263113205809,152
24983,,0.0,153
20925,2.0,0.7472132238748692,154
9989,0.0,0.5511304041460675,155
23012,2.0,0.531482173705595,156
20685,,0.0,157
20061,3.0,0.955385871977014,158
6032,,0.0,159
616,,0.0,160
46051,3.0,0.5162211530717142,161
23093,,0.0,162
20851,0.0,0.6320004168168948,163
20025,,0.0,164
20054,1.0,0.8602094712205699,165
39129,2.0,0.6339998654493922,166
18417,1.0,0.7158237367462417,167
47401,2.0,0.7901072143851676,168
47047,2.0,0.7354107821478846,169
28486,1.0,0.6577350679013132,170
30007,,0.0,171
20998,1.0,0.6959359646211188,172
20050,2.0,0.5100061712870938,173
32127,3.0,0.7742833989276203,174
17959,,0.0,175
12278,,0.0,176
48434,1.0,0.8120083291019605,177
23725,,0.0,178
38133,,0.0,179
19687,2.0,0.8103015636299176,180
19040,2.0,0.5849181396097735,181
38354,,0.0,182
27791,,0.0,183
1787,,0.0,184
26953,1.0,0.6295097271537939,185
2317,0.0,0.6994307332624116,186
20041,1.0,0.8032978400934299,187
6830,,0.0,188
48629,1.0,0.7859856629187983,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,1.0,0.4763345735123092,194
39511,,0.0,195
8717,1.0,0.8442118311704118,196
13734,,0.0,197
48979,0.0,0.9691944854850636,198
28698,0.0,0.43369076185153166,199
