comment_id,violence,confidence,index
39073,0.0,0.6516644949030126,0
13076,0.0,0.5086547348421957,1
21293,,0.0,2
43507,0.0,0.5787611525791537,3
29154,0.0,0.995771600913685,4
43935,3.0,0.9057526285780539,5
20384,,0.0,6
15802,3.0,0.6068877300643182,7
1253,0.0,0.8780859487937126,8
20070,3.0,0.6052722129083654,9
20065,0.0,0.9997587785857927,10
12121,0.0,0.9998500572049204,11
38267,2.0,0.48888434087148835,12
809,4.0,0.7118315418609772,13
20021,,0.0,14
8369,4.0,0.6378722398845089,15
20043,,0.0,16
11064,3.0,0.8206137071764001,17
20004,4.0,0.5460909185993136,18
20048,1.0,0.32137875304464514,19
19671,4.0,0.503952485739893,20
20012,,0.0,21
42092,,0.0,22
8937,0.0,0.915009739759648,23
19815,,0.0,24
41212,3.0,0.7114197654582077,25
20007,3.0,0.5421147590518779,26
6214,0.0,0.3901094533972156,27
37970,0.0,0.9929379618361149,28
20016,,0.0,29
28621,0.0,0.5246649600882911,30
25932,,0.0,31
38787,0.0,0.9672203181109714,32
20029,4.0,0.8087837574754555,33
2009,,0.0,34
38423,,0.0,35
20062,0.0,0.999353707564881,36
29710,,0.0,37
34899,1.0,0.5983275934385041,38
20064,0.0,0.9998488654660775,39
20028,,0.0,40
13756,,0.0,41
20067,0.0,0.9994231215522976,42
19343,,0.0,43
23410,0.0,0.7659197450178475,44
20018,,0.0,45
11248,0.0,0.9987706771385808,46
15312,3.0,0.7870349351896019,47
20014,3.0,0.6504314704285227,48
20053,1.0,0.467707298139541,49
42897,1.0,0.48388604914845784,50
20033,,0.0,51
26548,3.0,0.3866842562359293,52
20034,,0.0,53
4458,1.0,0.48683296204223747,54
42704,,0.0,55
43793,3.0,0.7358375193280152,56
2173,,0.0,57
49597,,0.0,58
11466,3.0,0.5794810663183143,59
20005,,0.0,60
42470,2.0,0.4844833862761507,61
42646,4.0,0.8396164391200363,62
20009,,0.0,63
48425,1.0,0.37142204015674685,64
8041,3.0,0.43433135764056763,65
16493,0.0,0.999898086446007,66
20057,,0.0,67
20055,0.0,0.956163404417086,68
13674,2.0,0.5154683806697831,69
22918,3.0,0.7190463317221617,70
20020,3.0,0.7202019101731031,71
24631,4.0,0.690054455902585,72
6616,0.0,0.9893340593710077,73
17732,1.0,0.5520655143216281,74
10476,0.0,0.9998784213083194,75
2747,0.0,0.8719351365303338,76
15026,3.0,0.6675810800638062,77
31779,0.0,0.9974663243925647,78
30261,2.0,0.4865782549951764,79
8503,1.0,0.48595220788769944,80
30061,,0.0,81
2952,0.0,0.8644040247458117,82
25918,,0.0,83
18090,4.0,0.49581154958994345,84
23301,,0.0,85
39711,0.0,0.9999514841711509,86
20052,0.0,0.9300928711757304,87
18496,0.0,0.9942551193355585,88
10031,0.0,0.9948948324934092,89
38528,0.0,0.9930946570721186,90
28547,,0.0,91
8603,,0.0,92
17157,0.0,0.473901022648923,93
45259,3.0,0.5794166187044186,94
41924,0.0,0.7591315038973766,95
15118,,0.0,96
20010,,0.0,97
4762,0.0,0.9951574412335331,98
36873,0.0,0.8522194242529183,99
20015,3.0,0.5183654367647039,100
5212,0.0,0.9862972463109111,101
25804,,0.0,102
25862,3.0,0.5186654096897397,103
23517,4.0,0.9272524375817117,104
4145,,0.0,105
21006,,0.0,106
39561,4.0,0.6906202725770699,107
1550,2.0,0.46577626058380783,108
29939,,0.0,109
20013,4.0,0.9215223691640111,110
22394,0.0,0.9971069589968852,111
34734,,0.0,112
40455,0.0,0.9742331239771075,113
20068,,0.0,114
21406,,0.0,115
30665,2.0,0.48801511732072905,116
20026,,0.0,117
20059,0.0,0.9953919593988376,118
8994,0.0,0.9990108270710697,119
20024,1.0,0.6057180366337309,120
4587,3.0,0.6019184376775362,121
26493,0.0,0.382087867132631,122
20038,3.0,0.6942182642567036,123
43442,3.0,0.5187592757202036,124
16178,3.0,0.6704731639748464,125
47205,4.0,0.6676910712631184,126
26842,0.0,0.7127767750453489,127
21275,,0.0,128
27786,3.0,0.8314571021417974,129
32962,,0.0,130
49016,0.0,0.44990841448793956,131
20045,,0.0,132
7479,2.0,0.5156002970082602,133
20069,0.0,0.9976223154988734,134
20088,,0.0,135
2088,3.0,0.5072394838097812,136
18346,2.0,0.4188664531635259,137
26170,,0.0,138
36180,0.0,0.8046793074301333,139
20008,,0.0,140
22489,,0.0,141
19431,,0.0,142
1645,,0.0,143
28525,0.0,0.9990471153593143,144
20017,3.0,0.8812246154560519,145
28203,,0.0,146
12852,0.0,0.9584338557204017,147
31411,,0.0,148
17197,0.0,0.9986561739469876,149
6827,4.0,0.9667658553756466,150
13252,2.0,0.5061072830179412,151
28929,2.0,0.5772259091530374,152
24983,3.0,0.6635742290070493,153
20925,0.0,0.7960637123931379,154
9989,2.0,0.4185809350611755,155
23012,0.0,0.9966251689245453,156
20685,,0.0,157
20061,0.0,0.9997535359217664,158
6032,,0.0,159
616,,0.0,160
46051,0.0,0.9956983202903592,161
23093,,0.0,162
20851,3.0,0.8151062478120573,163
20025,,0.0,164
20054,0.0,0.8586584686607593,165
39129,2.0,0.5659659410727016,166
18417,0.0,0.9299853140966848,167
47401,0.0,0.9971624298249625,168
47047,0.0,0.9998414767693357,169
28486,2.0,0.49046325960390996,170
30007,0.0,0.7320559592255471,171
20998,3.0,0.4635561599489435,172
20050,2.0,0.5921153518228754,173
32127,0.0,0.9986879183573668,174
17959,,0.0,175
12278,4.0,0.6275467693034555,176
48434,1.0,0.5275044004532904,177
23725,,0.0,178
38133,0.0,0.778070171190338,179
19687,1.0,0.5487646836959508,180
19040,0.0,0.9594361068268648,181
38354,3.0,0.4854261117679059,182
27791,,0.0,183
1787,,0.0,184
26953,0.0,0.3996917369870077,185
2317,3.0,0.4234928462447527,186
20041,0.0,0.5892940804672928,187
6830,3.0,0.45539019807391035,188
48629,2.0,0.5646911467081441,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,0.0,0.4039825825686077,194
39511,,0.0,195
8717,1.0,0.47190863276745915,196
13734,,0.0,197
48979,2.0,0.5180518963052189,198
28698,2.0,0.49223923952129145,199
