comment_id,status,confidence,index
39073,2.0,0.6329162574657091,0
13076,2.0,0.4850971897774336,1
21293,,0.0,2
43507,1.0,0.4648729431205071,3
29154,2.0,0.8967119867127683,4
43935,0.0,0.5602708372122993,5
20384,0.0,0.3959576620112204,6
15802,3.0,0.4759732552105805,7
1253,2.0,0.7741978399107404,8
20070,0.0,0.73706509035034,9
20065,2.0,0.95590462908154,10
12121,2.0,0.9800590877247416,11
38267,3.0,0.5694478910122714,12
809,0.0,0.8177330420558352,13
20021,0.0,0.6786856201370952,14
8369,0.0,0.6446006981219481,15
20043,0.0,0.9657715904480925,16
11064,0.0,0.4775924245039619,17
20004,0.0,0.9115069966682281,18
20048,3.0,0.48810678211469966,19
19671,0.0,0.9707401139609416,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.6516810419033805,23
19815,0.0,0.9529554907524356,24
41212,3.0,0.38718370985048167,25
20007,0.0,0.782341193356943,26
6214,3.0,0.32911060990779584,27
37970,2.0,0.683762532668497,28
20016,0.0,0.4840993528320486,29
28621,2.0,0.5230097915533928,30
25932,0.0,0.8885998231923232,31
38787,2.0,0.9253558498210109,32
20029,0.0,0.9674571370461078,33
2009,0.0,0.8495959590816303,34
38423,0.0,0.5734236228939031,35
20062,2.0,0.7887374714345032,36
29710,0.0,0.7720254196393288,37
34899,2.0,0.6160143438960071,38
20064,2.0,0.9990500898485538,39
20028,0.0,0.975041535814814,40
13756,0.0,0.6863871731286012,41
20067,2.0,0.9844503775104977,42
19343,,0.0,43
23410,2.0,0.7374346992732616,44
20018,0.0,0.882411430238093,45
11248,2.0,0.9474230698011531,46
15312,0.0,0.5473167415286424,47
20014,0.0,0.6241266170469643,48
20053,2.0,0.62089931623635,49
42897,1.0,0.37902410379291757,50
20033,,0.0,51
26548,3.0,0.3955098520423048,52
20034,0.0,0.9672827775884727,53
4458,2.0,0.5475091182973237,54
42704,0.0,0.7361355161080863,55
43793,0.0,0.9236683357416378,56
2173,0.0,0.8231013758217726,57
49597,0.0,0.9443988897994658,58
11466,3.0,0.29533484451712805,59
20005,,0.0,60
42470,0.0,0.9952058470519121,61
42646,0.0,0.6759133421630058,62
20009,,0.0,63
48425,0.0,0.6355861267050835,64
8041,0.0,0.43572489615324905,65
16493,2.0,0.9930800785772839,66
20057,,0.0,67
20055,2.0,0.920262128049296,68
13674,0.0,0.45370857585650043,69
22918,3.0,0.4895815112969906,70
20020,0.0,0.7836624478506508,71
24631,0.0,0.9193694215876389,72
