comment_id,attack_defend,confidence,index
39073,3.0,0.9895996409732081,0
13076,3.0,0.9975870991764625,1
21293,3.0,0.9934409700173269,2
43507,3.0,0.9999211474698405,3
29154,2.0,0.9812661687889147,4
43935,3.0,0.900789741412704,5
20384,3.0,0.9997142201389289,6
15802,3.0,0.9879724206811812,7
1253,3.0,0.9354705463388089,8
20070,3.0,0.6144608694006006,9
20065,2.0,0.9597109808451991,10
12121,3.0,0.9425067545028649,11
38267,4.0,0.7774502165508643,12
809,3.0,0.9975252438335251,13
20021,4.0,0.9103179516031116,14
8369,4.0,0.8565612378886788,15
20043,3.0,0.9993304290617163,16
11064,3.0,0.9987261629379618,17
20004,3.0,0.9552688189163868,18
20048,3.0,0.9248812650683613,19
19671,3.0,0.9996924230607691,20
20012,3.0,0.9408953372851077,21
42092,3.0,0.9892338255410492,22
8937,3.0,0.9995809924307665,23
19815,3.0,0.997079476828625,24
41212,3.0,0.993285131405196,25
20007,3.0,0.8288727256620374,26
6214,3.0,0.9994029215391247,27
37970,2.0,0.9895437594101131,28
20016,4.0,0.9226414547152113,29
28621,3.0,0.9988020098131467,30
25932,3.0,0.7523665533874496,31
38787,2.0,0.5412936984868534,32
20029,3.0,0.9982208681776673,33
2009,3.0,0.9904386023991606,34
38423,3.0,0.9540953111426663,35
20062,2.0,0.9298483915928113,36
29710,3.0,0.9969400270134275,37
34899,3.0,0.9993692327331376,38
20064,2.0,0.9236251187738304,39
20028,3.0,0.9268820564946922,40
13756,3.0,0.9998342638399527,41
20067,2.0,0.9523650745381953,42
19343,4.0,0.8769211937712235,43
23410,3.0,0.9990925257279001,44
20018,3.0,0.9959378308900867,45
11248,2.0,0.9808931087763884,46
15312,3.0,0.9572974432282104,47
20014,3.0,0.9999604196449021,48
20053,2.0,0.6111700997656889,49
42897,3.0,0.9999485703000053,50
20033,3.0,0.6672891156197183,51
26548,3.0,0.6704715704950909,52
20034,3.0,0.9903051419946027,53
4458,3.0,0.9991292769867997,54
42704,3.0,0.9996912872897685,55
43793,3.0,0.9574275923354744,56
2173,3.0,0.579117772525329,57
49597,3.0,0.9999527673455298,58
11466,3.0,0.99893590169328,59
20005,3.0,0.571619006021673,60
42470,3.0,0.9999471499237814,61
42646,3.0,0.6160573645924033,62
20009,4.0,0.9775661315604683,63
48425,3.0,0.9983793343677017,64
8041,3.0,0.739325193415691,65
16493,2.0,0.9989796018053122,66
20057,4.0,0.8815802538714064,67
20055,2.0,0.8313380978832484,68
13674,3.0,0.9990698083054763,69
22918,3.0,0.9550325599132986,70
20020,3.0,0.9824969935171063,71
24631,3.0,0.6282069612643044,72
6616,2.0,0.8867413351215323,73
17732,3.0,0.9992319547673398,74
10476,2.0,0.9773536537047617,75
2747,3.0,0.9905206734836889,76
15026,3.0,0.995928110510113,77
31779,2.0,0.9997402307291398,78
30261,3.0,0.970105119797602,79
8503,3.0,0.9997283743702438,80
30061,3.0,0.9994875509519141,81
2952,2.0,0.8784795511362579,82
25918,3.0,0.9796119893854615,83
18090,3.0,0.9949537118967928,84
23301,3.0,0.9988909780645044,85
39711,2.0,0.9879180581417708,86
20052,3.0,0.9587840736425526,87
18496,3.0,0.9998327954407467,88
10031,2.0,0.9683938756307922,89
38528,3.0,0.9999933639659824,90
28547,3.0,0.9998675724822796,91
8603,3.0,0.9760035938332627,92
17157,3.0,0.999717665436393,93
45259,3.0,0.9884292010587059,94
41924,3.0,0.9601975962084908,95
15118,3.0,0.9980556349358826,96
20010,4.0,0.5675939718377592,97
4762,3.0,0.9982810002712322,98
36873,4.0,0.9363677022983609,99
20015,3.0,0.9985934067101958,100
5212,2.0,0.8903624376446094,101
25804,3.0,0.9993594804047539,102
25862,4.0,0.9987181108823177,103
23517,3.0,0.9377829832906762,104
4145,3.0,0.9996494535350579,105
21006,3.0,0.9908019559572833,106
39561,3.0,0.9835190936839272,107
1550,3.0,0.9995335844842078,108
29939,3.0,0.7201007609725396,109
20013,3.0,0.9975038524484322,110
22394,2.0,0.6427518620429457,111
34734,3.0,0.9998870397175701,112
40455,3.0,0.9991145211953528,113
20068,3.0,0.895867635746131,114
21406,3.0,0.9995027871391504,115
30665,3.0,0.9993866394240002,116
20026,3.0,0.6248919227831449,117
20059,1.0,0.6217517527334369,118
8994,1.0,0.7242224914896186,119
20024,3.0,0.9991137807523872,120
4587,3.0,0.9852732214817355,121
26493,3.0,0.996375456061531,122
20038,3.0,0.9997022855390828,123
43442,4.0,0.7516003104379883,124
16178,3.0,0.9989253846644667,125
47205,4.0,0.615591685245159,126
26842,3.0,0.9205531291157657,127
21275,3.0,0.9955374649833536,128
27786,4.0,0.974065490635044,129
32962,4.0,0.9700218985922043,130
49016,3.0,0.9722297098609995,131
20045,3.0,0.9985983320556705,132
7479,3.0,0.9998850374647221,133
20069,3.0,0.9991440517943004,134
20088,3.0,0.887856469287398,135
2088,4.0,0.9806690323379212,136
18346,4.0,0.9397811697204702,137
26170,3.0,0.9669620893174891,138
36180,3.0,0.47909190073177105,139
20008,4.0,0.9899389992998101,140
22489,3.0,0.9794129527065251,141
19431,4.0,0.8637996272867152,142
1645,3.0,0.9442347834145952,143
28525,2.0,0.8066380471879149,144
20017,4.0,0.9982479199286687,145
28203,3.0,0.7607143701363709,146
12852,3.0,0.9643421785416776,147
31411,3.0,0.7474077866959371,148
17197,2.0,0.9917785227362668,149
6827,4.0,0.9955612207390678,150
13252,4.0,0.707935322622357,151
28929,3.0,0.9974825252610884,152
24983,3.0,0.9990963936507977,153
20925,3.0,0.9998168238548892,154
9989,3.0,0.9990156889553549,155
23012,2.0,0.977284120697056,156
20685,3.0,0.9999911035714875,157
20061,2.0,0.9936324615802707,158
6032,3.0,0.9915474352230996,159
616,3.0,0.9997912794271854,160
46051,2.0,0.999195735474332,161
23093,3.0,0.9999032032246489,162
20851,3.0,0.9999538640166289,163
20025,3.0,0.999976965289526,164
20054,3.0,0.9998483063983727,165
39129,3.0,0.9674958825021337,166
18417,3.0,0.9999434722368802,167
47401,3.0,0.5817554934828646,168
47047,2.0,0.9916607567000169,169
28486,3.0,0.9998366798874494,170
30007,3.0,0.989071027163714,171
20998,3.0,0.999706583018766,172
20050,3.0,0.8971045562042111,173
32127,2.0,0.9945555815508658,174
17959,3.0,0.9998978513831467,175
12278,3.0,0.9337651255101262,176
48434,3.0,0.9997930420783975,177
23725,3.0,0.9999922033757722,178
38133,3.0,0.9996587624770104,179
19687,3.0,0.999908154577607,180
19040,2.0,0.9992884194234603,181
38354,3.0,0.9999953779143298,182
27791,3.0,0.9999603420635719,183
1787,3.0,0.999313180705445,184
26953,3.0,0.9996104306436364,185
2317,3.0,0.9999723112620679,186
20041,3.0,0.9999966432494375,187
6830,3.0,0.9994463177393297,188
48629,3.0,0.9999037547101531,189
38703,3.0,0.9998786535681734,190
19705,3.0,0.9978860233674635,191
10043,3.0,0.9981488093365631,192
14213,3.0,0.9983701840875008,193
46750,3.0,0.9957189064180343,194
39511,3.0,0.9993768086167684,195
8717,3.0,0.9998811676858121,196
13734,3.0,0.9994245565842016,197
48979,3.0,0.9991457498439038,198
28698,3.0,0.9993863183339372,199
