comment_id,humiliate,confidence,index
39073,2.0,0.7903499862330777,0
13076,2.0,0.5113636976666961,1
21293,,0.0,2
43507,4.0,0.5681852346969912,3
29154,2.0,0.6664682603809036,4
43935,4.0,0.9469847776834653,5
20384,,0.0,6
15802,4.0,0.9287372126346756,7
1253,2.0,0.6983545185065303,8
20070,4.0,0.9915986197531435,9
20065,2.0,0.5562299221499808,10
12121,2.0,0.6076534594755745,11
38267,3.0,0.5375927119339918,12
809,4.0,0.9941899571007311,13
20021,4.0,0.8231213928165342,14
8369,4.0,0.9196368232651699,15
20043,4.0,0.6078175173270234,16
11064,4.0,0.9138903746714494,17
20004,4.0,0.7217538592733088,18
20048,3.0,0.35393418054046866,19
19671,4.0,0.9693815254163256,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.7464132711539981,23
19815,4.0,0.7599198801676913,24
41212,4.0,0.9461220927315667,25
20007,4.0,0.9938181125231086,26
6214,3.0,0.4527357158259052,27
37970,2.0,0.651230752176572,28
20016,,0.0,29
28621,2.0,0.7068016610324719,30
25932,4.0,0.9558362278527075,31
38787,2.0,0.7530551518489605,32
20029,4.0,0.9960157504537319,33
2009,4.0,0.6480754296427282,34
38423,,0.0,35
20062,2.0,0.6798706467235094,36
29710,,0.0,37
34899,2.0,0.5331776610509333,38
20064,0.0,0.5721053978512832,39
20028,,0.0,40
13756,4.0,0.8193962769071298,41
20067,2.0,0.42193592758899195,42
19343,,0.0,43
23410,2.0,0.5096211950642664,44
20018,,0.0,45
11248,2.0,0.7292640342275425,46
15312,4.0,0.982864273190942,47
20014,4.0,0.9947161019970326,48
20053,2.0,0.7416960270212316,49
42897,3.0,0.4494038745194384,50
20033,,0.0,51
26548,4.0,0.6204131042120304,52
20034,,0.0,53
4458,2.0,0.6342292693221666,54
42704,4.0,0.8986464967431573,55
43793,4.0,0.8837212286235526,56
2173,,0.0,57
49597,4.0,0.9850324207235898,58
11466,4.0,0.8271724438710282,59
20005,,0.0,60
42470,4.0,0.991836153460565,61
42646,4.0,0.9890515400731003,62
20009,,0.0,63
48425,4.0,0.9689467408669398,64
8041,4.0,0.979195813882258,65
16493,2.0,0.6204645448327161,66
20057,,0.0,67
20055,2.0,0.7139324054054487,68
13674,4.0,0.9546452314687143,69
22918,4.0,0.8580587458470983,70
20020,4.0,0.9896141681464912,71
24631,,0.0,72
6616,2.0,0.7175370486270729,73
17732,2.0,0.7194045036763577,74
10476,2.0,0.5950620935478499,75
2747,2.0,0.6775743414568492,76
15026,4.0,0.9984159566575508,77
31779,2.0,0.6557952354354639,78
30261,4.0,0.49964911047568283,79
8503,2.0,0.6993155134721547,80
30061,,0.0,81
2952,2.0,0.7554578869385988,82
25918,4.0,0.888460808411329,83
18090,4.0,0.6112867184398235,84
23301,,0.0,85
39711,0.0,0.42169720215465556,86
20052,2.0,0.6745030783922387,87
18496,2.0,0.6857156880834888,88
10031,2.0,0.45001875163633426,89
38528,2.0,0.5656015604021889,90
28547,,0.0,91
8603,,0.0,92
17157,4.0,0.7163566038988645,93
45259,4.0,0.9838458296500804,94
41924,4.0,0.46519935397797496,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.7162140702037714,98
36873,2.0,0.8156123355748575,99
20015,4.0,0.9675983039068408,100
5212,3.0,0.4769556501745943,101
25804,,0.0,102
25862,4.0,0.887598951033498,103
23517,4.0,0.9839375734963866,104
4145,4.0,0.8151789693350188,105
21006,,0.0,106
39561,4.0,0.8898499133134887,107
1550,4.0,0.5477187018702914,108
29939,,0.0,109
20013,4.0,0.9944973475249433,110
22394,2.0,0.6622990302902125,111
34734,,0.0,112
40455,2.0,0.6119936117337363,113
20068,,0.0,114
21406,,0.0,115
30665,2.0,0.7305245721637271,116
20026,4.0,0.5528221387974888,117
20059,2.0,0.47639451227382484,118
8994,1.0,0.46153353080932163,119
20024,2.0,0.645290535338613,120
4587,4.0,0.7584996105285845,121
26493,2.0,0.7553031388079396,122
20038,4.0,0.6769819275551519,123
43442,4.0,0.995256737936943,124
16178,4.0,0.9800837085835938,125
47205,4.0,0.9952296977027427,126
26842,2.0,0.7115826787766524,127
21275,,0.0,128
27786,4.0,0.9937338174670137,129
32962,4.0,0.8754179981657707,130
49016,4.0,0.982209457164425,131
20045,,0.0,132
7479,4.0,0.6347462281430759,133
20069,2.0,0.5728616244939947,134
20088,,0.0,135
2088,4.0,0.9927727411259932,136
18346,3.0,0.35982223826068094,137
26170,,0.0,138
36180,2.0,0.5902013105626737,139
20008,,0.0,140
22489,4.0,0.8721390960924452,141
19431,4.0,0.7053966571569698,142
1645,,0.0,143
28525,2.0,0.536495686339949,144
20017,4.0,0.9807697467805748,145
28203,,0.0,146
12852,2.0,0.7331965434265524,147
31411,,0.0,148
17197,2.0,0.521317801190522,149
6827,4.0,0.9912381977569568,150
13252,4.0,0.4987451402507478,151
28929,2.0,0.37724527188978374,152
24983,4.0,0.8791872546765744,153
20925,2.0,0.794715616416553,154
9989,4.0,0.9443299961847605,155
23012,2.0,0.5578491563638605,156
20685,,0.0,157
20061,2.0,0.6593360686590763,158
6032,,0.0,159
616,4.0,0.5647034657492813,160
46051,2.0,0.6457115079945196,161
23093,,0.0,162
20851,4.0,0.9726627130872978,163
20025,4.0,0.6675426232346493,164
20054,3.0,0.45978348146306586,165
39129,2.0,0.7295494543601311,166
18417,3.0,0.4795364060691389,167
47401,2.0,0.6556996711582637,168
47047,1.0,0.5481129531921181,169
28486,3.0,0.5909819853223786,170
30007,,0.0,171
20998,4.0,0.5618351228629114,172
20050,2.0,0.5276270688341215,173
32127,2.0,0.575449547667121,174
17959,,0.0,175
12278,4.0,0.9307922677261574,176
48434,2.0,0.6740992143145168,177
23725,4.0,0.872041086633335,178
38133,4.0,0.5010377184014333,179
19687,2.0,0.6867017346818913,180
19040,2.0,0.6822491881443222,181
38354,4.0,0.935979748625247,182
27791,,0.0,183
1787,,0.0,184
26953,4.0,0.9642163510715597,185
2317,,0.0,186
20041,3.0,0.5462616351456464,187
6830,4.0,0.5741245778377085,188
48629,3.0,0.6377166804092073,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,2.0,0.47036438105988243,194
39511,,0.0,195
8717,3.0,0.6860848601395502,196
13734,,0.0,197
48979,4.0,0.9867157083121249,198
28698,4.0,0.5662120855633663,199
