comment_id,genocide,confidence,index
39073,2.0,0.391963008186235,0
13076,0.0,0.7116130051703123,1
21293,,0.0,2
43507,0.0,0.7263874778661563,3
29154,0.0,0.985183390404796,4
43935,,0.0,5
20384,,0.0,6
15802,,0.0,7
1253,1.0,0.35282546311068036,8
20070,,0.0,9
20065,0.0,0.9929955561962008,10
12121,0.0,0.9871768094302735,11
38267,,0.0,12
809,,0.0,13
20021,,0.0,14
8369,,0.0,15
20043,,0.0,16
11064,,0.0,17
20004,,0.0,18
20048,,0.0,19
19671,,0.0,20
20012,,0.0,21
42092,,0.0,22
8937,0.0,0.8680850593301609,23
19815,,0.0,24
41212,,0.0,25
20007,,0.0,26
6214,,0.0,27
37970,0.0,0.8502851558586998,28
20016,,0.0,29
28621,2.0,0.6382128392335662,30
25932,,0.0,31
38787,0.0,0.6956042992527528,32
20029,,0.0,33
2009,,0.0,34
38423,,0.0,35
20062,0.0,0.836361242872112,36
29710,,0.0,37
34899,1.0,0.49996322433436235,38
20064,0.0,0.9987957691129159,39
20028,,0.0,40
13756,,0.0,41
20067,0.0,0.998215646379622,42
19343,,0.0,43
23410,0.0,0.5108704701284592,44
20018,,0.0,45
11248,0.0,0.9571105672516932,46
15312,,0.0,47
20014,,0.0,48
20053,2.0,0.49745790786609956,49
42897,0.0,0.6162819794594776,50
20033,,0.0,51
26548,,0.0,52
20034,,0.0,53
4458,0.0,0.9555524874936694,54
42704,,0.0,55
43793,,0.0,56
2173,,0.0,57
49597,,0.0,58
11466,,0.0,59
20005,,0.0,60
42470,0.0,0.9754184011446919,61
42646,,0.0,62
20009,,0.0,63
48425,0.0,0.967581449016173,64
8041,,0.0,65
16493,0.0,0.9976949302687814,66
20057,,0.0,67
20055,1.0,0.5121257380388082,68
13674,0.0,0.3826462429193738,69
22918,3.0,0.39545481005908706,70
20020,,0.0,71
24631,,0.0,72
6616,0.0,0.9929594711879485,73
17732,1.0,0.6333480890149678,74
10476,0.0,0.9956132338438987,75
2747,0.0,0.8772070320368242,76
15026,0.0,0.8979436971343918,77
31779,0.0,0.9671444922345773,78
30261,0.0,0.793035933902657,79
8503,,0.0,80
30061,,0.0,81
2952,0.0,0.9516661671233124,82
25918,,0.0,83
18090,,0.0,84
23301,,0.0,85
39711,0.0,0.9987351224273158,86
20052,0.0,0.43624598254738955,87
18496,0.0,0.6382662122159531,88
10031,0.0,0.8769006657106673,89
38528,0.0,0.9941314004751571,90
28547,,0.0,91
8603,,0.0,92
17157,0.0,0.891768058152433,93
45259,,0.0,94
41924,0.0,0.7369873339219628,95
15118,,0.0,96
20010,,0.0,97
4762,0.0,0.9749637965237236,98
36873,0.0,0.33445251029717765,99
20015,,0.0,100
5212,0.0,0.9856665712300511,101
25804,,0.0,102
25862,,0.0,103
23517,,0.0,104
4145,,0.0,105
21006,,0.0,106
39561,,0.0,107
1550,1.0,0.32953263546428685,108
29939,,0.0,109
20013,,0.0,110
22394,0.0,0.7385520119816988,111
34734,,0.0,112
40455,0.0,0.9839573103265347,113
20068,,0.0,114
21406,,0.0,115
30665,2.0,0.5585815778283647,116
20026,,0.0,117
20059,0.0,0.9738120690649296,118
8994,0.0,0.9521626327052717,119
20024,,0.0,120
4587,,0.0,121
26493,2.0,0.42110192055708107,122
20038,,0.0,123
43442,,0.0,124
16178,,0.0,125
47205,,0.0,126
26842,,0.0,127
21275,,0.0,128
27786,,0.0,129
32962,,0.0,130
49016,,0.0,131
20045,,0.0,132
7479,,0.0,133
20069,0.0,0.6423960649281613,134
20088,,0.0,135
2088,,0.0,136
18346,,0.0,137
26170,,0.0,138
36180,,0.0,139
20008,,0.0,140
22489,,0.0,141
19431,,0.0,142
1645,,0.0,143
28525,,0.0,144
20017,,0.0,145
28203,,0.0,146
12852,,0.0,147
31411,,0.0,148
17197,,0.0,149
6827,,0.0,150
13252,,0.0,151
28929,,0.0,152
24983,,0.0,153
20925,0.0,0.6090770086186923,154
9989,0.0,0.9268192886016564,155
23012,0.0,0.7141404381329833,156
20685,,0.0,157
20061,0.0,0.9737123677510001,158
6032,,0.0,159
616,,0.0,160
46051,0.0,0.5876460918821159,161
23093,,0.0,162
20851,,0.0,163
20025,,0.0,164
20054,0.0,0.9540107583026141,165
39129,2.0,0.6923438851134829,166
18417,0.0,0.9622741976375058,167
47401,0.0,0.9883244080846021,168
47047,0.0,0.9979648370583666,169
28486,2.0,0.4100987711466471,170
30007,,0.0,171
20998,3.0,0.4263911518699884,172
20050,2.0,0.4467864171580521,173
32127,0.0,0.9868395639780342,174
17959,,0.0,175
12278,,0.0,176
48434,0.0,0.6447253677455516,177
23725,,0.0,178
38133,0.0,0.7407274543281015,179
19687,1.0,0.48500496273996785,180
19040,0.0,0.9184802704799806,181
38354,,0.0,182
27791,,0.0,183
1787,,0.0,184
26953,0.0,0.9038252250431456,185
2317,,0.0,186
20041,2.0,0.38848010974670716,187
6830,,0.0,188
48629,0.0,0.570223546299635,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.48692118325228795,194
39511,,0.0,195
8717,0.0,0.5165774599902903,196
13734,,0.0,197
48979,0.0,0.7865458882078717,198
28698,,0.0,199
