comment_id,status,confidence,index,raw_reasoning
39073,2.0,0.703710047739495,0,
13076,2.0,0.4266220578437383,1,
21293,,0.9391448508150261,2,I cannot provide a response that frames a group as
43507,1.0,0.44609118237272183,3,
29154,2.0,0.9785085491538,4,
43935,3.0,0.6335557696162064,5,
20384,,0.4707753144591659,6,I cannot provide a response that frames a group as
15802,3.0,0.7001194253129315,7,
1253,2.0,0.8552866611449335,8,
20070,3.0,0.602018004960353,9,
20065,2.0,0.9917242890365451,10,
12121,2.0,0.9850420202653463,11,
38267,3.0,0.8226039161466476,12,
809,1.0,0.5018361454688054,13,
20021,3.0,0.5336656097825878,14,
8369,,0.5721178786382976,15,I cannot provide a response that frames a group as
20043,0.0,0.5766099694674932,16,
11064,3.0,0.5102770047208188,17,
20004,,0.4569584676399814,18,I cannot provide a response that frames a group as
20048,2.0,0.5581566410304414,19,
19671,1.0,0.2969115790753186,20,
20012,,0.9330134227047407,21,I cannot provide a response that promotes or condones
42092,,0.9214982702519658,22,I cannot provide a response that frames a group as
8937,2.0,0.46811772380670763,23,
19815,,0.4552184400777531,24,I cannot provide a response that frames a group as
41212,3.0,0.6345809536891354,25,
20007,3.0,0.690160313236168,26,
6214,3.0,0.4978144085351984,27,
37970,2.0,0.793778020156772,28,
20016,,0.8135142212005346,29,I cannot provide a response that frames any group as
28621,3.0,0.5320989057886866,30,
25932,,0.4889929277397706,31,I cannot provide a response that promotes or condones
38787,2.0,0.9204684217276826,32,
20029,0.0,0.47789443805993165,33,
2009,,0.8522296343575262,34,I cannot provide a response that frames a group as
38423,,0.48845407752553566,35,I cannot provide a score for this comment. Is
20062,2.0,0.9562915875217928,36,
29710,,0.8569111074046062,37,I cannot provide a response that contains hate speech or
34899,2.0,0.4724854109627172,38,
20064,2.0,0.9995953290522486,39,
20028,,0.6474341309897077,40,I cannot provide a response that promotes hate speech or
13756,1.0,0.40062682881315576,41,
20067,2.0,0.9981226468680264,42,
19343,,0.9780644023528698,43,I cannot provide a response that frames a group as
23410,2.0,0.7171457590534945,44,
20018,,0.7421166798874861,45,I cannot provide a response that frames a group as
11248,2.0,0.9915536113203615,46,
15312,3.0,0.47688194006480705,47,
20014,3.0,0.7366945469622654,48,
20053,2.0,0.51560960894063,49,
42897,3.0,0.5410017983961725,50,
20033,,0.9815575766715392,51,I cannot provide a response that frames a group as
26548,3.0,0.4827216357460307,52,
20034,,0.4927811786637961,53,I cannot provide a response that promotes hate speech or
4458,2.0,0.642414654889822,54,
42704,1.0,0.3439653443769712,55,
43793,3.0,0.5613216185255681,56,
2173,,0.6229062289918469,57,I cannot provide a response that promotes hate speech or
49597,0.0,0.5264309422044574,58,
11466,1.0,0.35996797920693346,59,
20005,,0.9318088192898919,60,I cannot provide a response that frames a group as
42470,0.0,0.4306333774446427,61,
42646,3.0,0.5497896907762421,62,
20009,,0.971756352540041,63,I cannot provide a response that frames a group as
48425,3.0,0.3781819675136199,64,
8041,1.0,0.4261048730008614,65,
16493,2.0,0.9102474038050484,66,
20057,,0.9712572453322081,67,I cannot provide a response that frames a group as
20055,2.0,0.8771156676854623,68,
13674,1.0,0.4386623077597062,69,
22918,3.0,0.6339616237939614,70,
