comment_id,dehumanize,confidence,index
47777,0.0,0.9043364153159923,0
39773,0.0,0.9928363745197961,1
47101,4.0,0.5529141361509514,2
43625,2.0,0.575266716385353,3
12538,4.0,0.9974713249209736,4
11001,1.0,0.4876302062085334,5
13168,4.0,0.7424397993153901,6
17034,4.0,0.9934753792150398,7
40171,3.0,0.81198566847691,8
1006,4.0,0.9987641910298061,9
23643,0.0,0.9989132377828336,10
14241,3.0,0.6208945024690957,11
20583,0.0,0.9239628891604008,12
30879,2.0,0.45093338417052564,13
29527,4.0,0.9138461465252172,14
23016,3.0,0.6616176579930366,15
22819,1.0,0.4495900401256009,16
36534,4.0,0.9961626148327629,17
7287,4.0,0.9877049243066575,18
32074,0.0,0.9773476579649142,19
46526,3.0,0.611361222946718,20
30683,1.0,0.611832154246159,21
15758,1.0,0.5260565285300954,22
14868,0.0,0.948076390365425,23
11817,4.0,0.9988252652898062,24
4373,2.0,0.48308886960502906,25
1323,1.0,0.5988572314264312,26
38126,3.0,0.7085225443358061,27
26362,0.0,0.9679154172493573,28
5410,2.0,0.5949053078717288,29
39276,4.0,0.9524185512539892,30
32811,4.0,0.5536816985742199,31
33729,2.0,0.4387470208854394,32
47480,3.0,0.5594073942794942,33
10694,0.0,0.9921036538612916,34
1031,4.0,0.5413060505942054,35
48834,1.0,0.5415058222236068,36
43341,4.0,0.8676368222171718,37
47870,4.0,0.6412444303384282,38
49895,0.0,0.9914298299077875,39
37291,4.0,0.5673609092896001,40
11121,1.0,0.475782234511688,41
38307,2.0,0.4687774419353564,42
19352,0.0,0.9038189714482956,43
24301,0.0,0.8630686997049845,44
23452,0.0,0.6926454728464871,45
886,3.0,0.8352730421498148,46
32374,4.0,0.9960442080098952,47
25790,4.0,0.8027068870122621,48
5611,2.0,0.5849730432185414,49
44643,3.0,0.7819286320412553,50
31537,3.0,0.6261704153113179,51
11238,4.0,0.9840019458217375,52
19943,1.0,0.41094835708025673,53
20844,4.0,0.9649900064040674,54
39016,4.0,0.9977585158517638,55
42490,0.0,0.9431000227275679,56
1402,1.0,0.7503694291318872,57
41581,4.0,0.901514976497638,58
48081,3.0,0.6726104148504498,59
12449,4.0,0.9940419401376037,60
46066,2.0,0.5531198606817822,61
37829,1.0,0.5084845788365455,62
1192,4.0,0.9504830141211857,63
44768,4.0,0.9577382165234368,64
33748,1.0,0.6269163230462803,65
13741,2.0,0.4814651515707367,66
25323,3.0,0.5416662807989079,67
6831,4.0,0.973595160340235,68
43075,3.0,0.6442503682715058,69
48594,0.0,0.7573716707360086,70
16311,3.0,0.6881233372572965,71
48957,3.0,0.6445057896326983,72
38719,4.0,0.9978211611108471,73
17090,0.0,0.9473105321854034,74
5391,0.0,0.9944380496081908,75
35794,4.0,0.6671239458612297,76
42107,4.0,0.9953784207378874,77
20695,0.0,0.8559350942583182,78
14184,0.0,0.983675059424691,79
48140,4.0,0.857446586784654,80
41025,2.0,0.5261613147730576,81
34714,4.0,0.9995237292406993,82
48242,2.0,0.41546882010520825,83
26845,4.0,0.9930908453795438,84
8070,4.0,0.8467606187084237,85
24948,1.0,0.5685576375634159,86
12635,4.0,0.9869543469667365,87
29293,4.0,0.7079639841612051,88
12271,4.0,0.7106214049781033,89
28981,4.0,0.9873406586880995,90
43872,3.0,0.6950452873335796,91
7737,4.0,0.8144656797868831,92
16019,0.0,0.998213481131196,93
37045,3.0,0.6945384181416284,94
49409,3.0,0.7156817510319401,95
47899,4.0,0.6743708665999404,96
30201,4.0,0.9350625896232251,97
12334,4.0,0.9049731856907197,98
49530,4.0,0.6433431051814761,99
26115,0.0,0.8678801669970589,100
11314,0.0,0.6599422626727941,101
5650,3.0,0.5371059753265212,102
33903,0.0,0.9989326966868269,103
10634,0.0,0.9108243829676206,104
26214,1.0,0.5031051654945626,105
9453,4.0,0.9992181518226959,106
9411,0.0,0.9793772165486985,107
686,2.0,0.39045450454833946,108
16823,3.0,0.5027623504571576,109
37890,3.0,0.7392032358715749,110
7574,4.0,0.9920578318598187,111
38840,1.0,0.5179566587620532,112
21953,2.0,0.5406935914974833,113
16356,0.0,0.9098289627100551,114
7896,3.0,0.4897334934115174,115
23646,1.0,0.37394248403708313,116
22607,3.0,0.7400747472891129,117
4267,0.0,0.9995085044657797,118
26915,2.0,0.4523051550940311,119
40331,2.0,0.45636153468718144,120
3581,4.0,0.9642284360777945,121
41018,1.0,0.5203541595927829,122
43300,4.0,0.9995840196609926,123
46711,0.0,0.5857804440768428,124
13308,1.0,0.4256672304945888,125
38052,2.0,0.3926104022445336,126
37950,2.0,0.4650712958418516,127
38433,0.0,0.991100499535217,128
29026,4.0,0.9826592350058212,129
3101,0.0,0.9918565661616199,130
1832,2.0,0.6473550766495081,131
46846,0.0,0.5652445020654235,132
17601,4.0,0.9961583389005566,133
20950,3.0,0.5666916803042596,134
19924,4.0,0.9545161890876515,135
29478,2.0,0.4623084969919494,136
17037,2.0,0.42211149170712203,137
31516,3.0,0.3495858476080631,138
26033,2.0,0.41988608988719184,139
25490,4.0,0.9572529511891175,140
46657,4.0,0.7517142625821568,141
38578,0.0,0.9703579359833608,142
45835,3.0,0.556898357287623,143
44820,2.0,0.5119702891574025,144
39890,3.0,0.8213709051271889,145
24908,4.0,0.6236056239999447,146
36126,0.0,0.9908267950385614,147
14889,4.0,0.886636343404714,148
46827,1.0,0.5719123076998132,149
43131,4.0,0.9996605814358309,150
23175,4.0,0.8013355562663985,151
32857,4.0,0.9887864058997731,152
5141,0.0,0.974404856137746,153
34789,3.0,0.7292026269381314,154
22001,0.0,0.9677136412887604,155
12494,4.0,0.7295770213371057,156
42332,1.0,0.7053498823394427,157
1919,3.0,0.6421186300160383,158
23793,3.0,0.6663930692468325,159
35604,4.0,0.989962627456802,160
11130,1.0,0.6603834469679774,161
47202,4.0,0.9242211429820856,162
4948,1.0,0.5469181081701552,163
17862,0.0,0.9833639448640886,164
3,2.0,0.4451631688084075,165
15365,4.0,0.6057143447872342,166
49891,3.0,0.6523628307396002,167
