comment_id,hatespeech,confidence,index
47777,1.0,0.9948733652254862,0
39773,1.0,0.9964980739920699,1
47101,0.0,0.9983368914559374,2
43625,0.0,0.5315827919343801,3
12538,0.0,0.9999628755254936,4
11001,1.0,0.9738695065334058,5
13168,0.0,0.9992672590303475,6
17034,0.0,0.9999940238719378,7
40171,1.0,0.7594731894647136,8
1006,0.0,0.999991978700907,9
23643,1.0,0.9985309139288363,10
14241,0.0,0.7541789536791815,11
20583,1.0,0.9978001274939851,12
30879,1.0,0.8686948702159183,13
29527,0.0,0.9805776182095107,14
23016,0.0,0.9999464194933154,15
22819,1.0,0.546675667090622,16
36534,0.0,0.9999929478404848,17
7287,0.0,0.9999651858008043,18
32074,1.0,0.9894962488147077,19
46526,0.0,0.9981723988229396,20
30683,0.0,0.6973170229285649,21
15758,1.0,0.7582614782328753,22
14868,1.0,0.9901298999389908,23
11817,0.0,0.999992500876222,24
4373,1.0,0.9559534498861768,25
1323,1.0,0.983527870188287,26
38126,0.0,0.9570157729741104,27
26362,1.0,0.9762050956479492,28
5410,1.0,0.955117204918942,29
39276,0.0,0.9998731300295167,30
32811,0.0,0.9903082968322212,31
33729,1.0,0.6027380997801828,32
47480,0.0,0.99851104199036,33
10694,1.0,0.9988414339348334,34
1031,1.0,0.6215222074280139,35
48834,1.0,0.985272836514301,36
43341,0.0,0.9999671854703535,37
47870,0.0,0.9987430371094848,38
49895,1.0,0.9963394744696609,39
37291,0.0,0.9986905288977266,40
11121,1.0,0.9891183151956917,41
38307,1.0,0.6880825449054203,42
19352,1.0,0.989653017742656,43
24301,1.0,0.9975155919147871,44
23452,1.0,0.9688469838166899,45
886,0.0,0.9995064696012277,46
32374,0.0,0.9999929550872642,47
25790,0.0,0.9998732043884627,48
5611,1.0,0.840832954773532,49
44643,0.0,0.9966528612914448,50
31537,0.0,0.8070995344824912,51
11238,0.0,0.9999924001996618,52
19943,1.0,0.9778029698258717,53
20844,0.0,0.9996671015345583,54
39016,0.0,0.9999938112968261,55
42490,1.0,0.988284113698013,56
1402,1.0,0.9855893713734124,57
41581,0.0,0.9999884220204558,58
48081,0.0,0.9508075339451081,59
12449,0.0,0.9999918115303522,60
46066,1.0,0.9570857699720652,61
37829,1.0,0.9790442132717457,62
1192,0.0,0.9999038040551982,63
44768,0.0,0.9994237804151068,64
33748,1.0,0.9804165708407621,65
13741,1.0,0.8527263648925004,66
25323,0.0,0.9937563811206025,67
6831,0.0,0.9999943576010591,68
43075,0.0,0.738752749814268,69
48594,1.0,0.9823996993403493,70
16311,0.0,0.9989367083350855,71
48957,0.0,0.8752675631503943,72
38719,0.0,0.9999848547380182,73
17090,1.0,0.9059462469467435,74
5391,1.0,0.9811515268686748,75
35794,0.0,0.976773160257541,76
42107,0.0,0.9999826489405712,77
20695,1.0,0.9361895424073645,78
14184,1.0,0.9931641637028642,79
48140,0.0,0.9999576138509659,80
41025,1.0,0.8861428126511904,81
34714,0.0,0.9999914820400907,82
48242,1.0,0.9079623554222378,83
26845,0.0,0.999984905759111,84
8070,0.0,0.9997419702912903,85
24948,1.0,0.9547281167922904,86
12635,0.0,0.9999894348156453,87
29293,0.0,0.9969047711492895,88
12271,0.0,0.9832046347746072,89
28981,0.0,0.9999918719116124,90
43872,0.0,0.7725786731238423,91
7737,0.0,0.9994533890021411,92
16019,1.0,0.9925292215308076,93
37045,0.0,0.8006429483719103,94
49409,0.0,0.9838145570771052,95
47899,0.0,0.999898930996344,96
30201,0.0,0.9999296665114541,97
12334,0.0,0.9997653767265954,98
49530,0.0,0.9999120473713468,99
26115,1.0,0.9525439871269924,100
11314,1.0,0.9058092725181439,101
5650,1.0,0.891166531108549,102
33903,1.0,0.9934030264639009,103
10634,1.0,0.9648407713954888,104
26214,1.0,0.5717250400200713,105
9453,0.0,0.9999949047279688,106
9411,1.0,0.9897758465723477,107
686,1.0,0.9241474535802141,108
16823,0.0,0.9998832865400564,109
37890,0.0,0.9991953813666772,110
7574,0.0,0.9999749647430731,111
38840,1.0,0.9719330769105473,112
21953,1.0,0.9454858957823177,113
16356,1.0,0.988430263328137,114
7896,0.0,0.8468235921435523,115
23646,1.0,0.9193961079648006,116
22607,0.0,0.9975500540797728,117
4267,1.0,0.9992383628145258,118
26915,1.0,0.7472810654387536,119
40331,1.0,0.8591633331641539,120
3581,0.0,0.9968147233823852,121
41018,1.0,0.875275384343158,122
43300,0.0,0.9999867605275006,123
46711,1.0,0.9160437784951037,124
13308,1.0,0.94065615699421,125
38052,0.0,0.6061775206997567,126
37950,0.0,0.8001856565033513,127
38433,1.0,0.9982060026344923,128
29026,0.0,0.9993113531601454,129
3101,1.0,0.9948554255015375,130
1832,1.0,0.9921037940392274,131
46846,1.0,0.9943917618782847,132
17601,0.0,0.9999683272865943,133
20950,0.0,0.6197658550596169,134
19924,0.0,0.999983948161651,135
29478,1.0,0.9615343046213298,136
17037,0.0,0.5792130872507034,137
31516,1.0,0.880627393053579,138
26033,1.0,0.9279498554403612,139
25490,0.0,0.9999352211669352,140
46657,0.0,0.9991064967591862,141
38578,1.0,0.9899703124187008,142
45835,0.0,0.8323626358734695,143
44820,0.0,0.9664928742530609,144
39890,0.0,0.8443277353260794,145
24908,0.0,0.9197714769946518,146
36126,1.0,0.9982898075433003,147
14889,0.0,0.9996219734086658,148
46827,1.0,0.8735516674684535,149
43131,0.0,0.999994678036274,150
23175,0.0,0.9967772640109275,151
32857,0.0,0.9971518067083426,152
5141,1.0,0.9915425465215981,153
34789,0.0,0.9938023009032685,154
22001,1.0,0.8438772455701685,155
12494,0.0,0.9999939052438853,156
42332,1.0,0.9650083969188443,157
1919,1.0,0.6307929961570535,158
23793,1.0,0.9522281300529497,159
35604,0.0,0.999981757225636,160
11130,1.0,0.9690091030969752,161
