index,comment_id,annotator_id,hate_speech_score_pred,hate_speech_score_argmax,confidence_max_prob,confidence_entropy_certainty,n_digits_seen
0,47777,10873,-0.25286879556619307,-0.5,0.7851654216831674,0.7212637248139544,10
1,39773,2790,-3.421377834448167,-3.5,0.8934836933073004,0.8300152940202143,10
2,47101,3379,2.742195344824893,2.5,0.5756650043664875,0.6077732938259832,10
3,43625,7365,1.5619493939259599,1.5,0.9361990472780799,0.8941464868259379,10
4,12538,488,3.5622781802803605,3.5,0.92229113159919,0.869740207367539,10
5,11001,527,-0.34834388412007444,-0.5,0.8176811000563562,0.714421261935819,10
6,13168,3275,3.405473530396875,3.5,0.9086709308832738,0.8344890388299832,10
7,17034,6801,3.4937437382849064,3.5,0.9792369924416644,0.9466288328723875,10
8,40171,10363,1.8489926554963172,1.5,0.6503483738886707,0.7140265736274705,10
9,1006,10615,3.455231385647122,3.5,0.9482315688709756,0.8920619504459123,10
10,23643,9750,-3.0348594535517046,-3.5,0.5360169853061536,0.6856884130145962,10
11,14241,7331,1.7230708027067865,1.5,0.7752978492600825,0.7542085749525915,10
12,20583,7259,-0.4233509091947582,-0.5,0.8880852391931731,0.8187270361683967,10
13,30879,1329,1.8178015724674979,1.5,0.689278058257232,0.702416269246269,10
14,29527,2171,3.4896923828728683,3.5,0.9325037526143933,0.86563044184891,10
15,23016,10173,3.08427556732585,3.5,0.7018168704473601,0.6334099992355099,10
16,22819,9912,1.6066794232817134,1.5,0.8927815475111716,0.8501428456146333,10
17,36534,9312,3.438111608985701,3.5,0.9543842072809968,0.9039806734766238,10
18,7287,4546,3.506430717303568,3.5,0.9880819960538323,0.9687024550169839,10
19,32074,5487,-0.5887074404672893,-0.5,0.9050223689410462,0.8276956300949121,10
20,46526,3863,1.5656489027206533,1.5,0.9325697745571971,0.8902290115535915,10
21,30683,2576,1.5575777448390085,1.5,0.9163456454261878,0.8541088870402112,10
22,15758,8749,1.5164736225313746,1.5,0.9763955723705459,0.9465437979383018,10
23,14868,3948,-0.4848196808758802,-0.5,0.969269887306818,0.9324946296882022,10
24,11817,3559,3.490155439884726,3.5,0.9850841551463185,0.9606515974572833,10
25,4373,5717,1.3949067237977448,1.5,0.8587040897533443,0.7508115356253576,10
26,1323,2017,-2.485908869729622,-2.5,0.9603882745213198,0.9140921395768231,10
27,38126,6701,1.8224430044938584,1.5,0.6877470296916193,0.7074799864399267,10
28,26362,2689,-1.3314205346635395,-0.5,0.44862841840142237,0.5102424044456091,10
29,5410,123,1.667587327798566,1.5,0.8320802216882587,0.7991393586302882,10
30,39276,44,3.4538540943186726,3.5,0.9675626258423253,0.9253902593920252,10
31,32811,3540,2.5060176367635187,2.5,0.3925880027610667,0.5241723496336441,10
32,33729,3610,1.5341756693008108,1.5,0.9376826349382505,0.8831623035506917,10
33,47480,8856,3.2190494688430786,3.5,0.8063137176120498,0.7278449752706488,10
34,10694,8325,-2.502125821108964,-2.5,0.9281411586977305,0.8621672270976862,10
35,1031,5754,1.9471220593134786,1.5,0.726368402957841,0.6481033912181792,10
36,48834,8072,-2.098991272523538,-2.5,0.6828865956820721,0.6577970355909775,10
37,43341,5860,3.3894121875779066,3.5,0.9043456581216457,0.8389511466265424,10
38,47870,227,1.6803704972653635,1.5,0.8194757217759067,0.7932051752782936,10
39,49895,9488,-1.7144084911722213,-0.5,0.5310399947543086,0.5247869297683261,10
40,37291,8201,3.2546411866321994,3.5,0.8111020067436104,0.7370989489829284,10
41,11121,2218,1.608158325470123,1.5,0.8913155824209537,0.8489064859058368,10
42,38307,8115,3.3811546151215404,3.5,0.92726525564731,0.8646538237878718,10
43,19352,9715,-1.3211092974382899,-0.5,0.5211119985583794,0.557422851210214,10
44,24301,2593,-1.906420477126596,-2.5,0.6629728593675953,0.5924832029307292,10
45,23452,4616,-0.24866706496604302,-0.5,0.41049407338133537,0.3513066187057252,10
46,886,9886,1.511557543110013,1.5,0.9842632047431257,0.96184114910952,10
47,32374,5521,3.4897076380530967,3.5,0.9922518204953259,0.9774286679849471,10
48,25790,7477,3.307422763756225,3.5,0.8776087371920351,0.801410455916566,10
49,5611,6998,0.3536708140444568,-0.5,0.545320731912795,0.6131161632798459,10
50,44643,8824,3.2207875333619196,3.5,0.7797665660603732,0.7073309963686466,10
51,31537,6314,1.8548845257104496,1.5,0.6302632983067098,0.6354055990680274,10
52,11238,8609,3.4986105717855835,3.5,0.9706284656840174,0.9302891740626675,10
53,19943,1532,1.917785150001079,1.5,0.588165607235887,0.6883340203669125,10
54,20844,1782,3.7584851800617054,3.5,0.7213728965604285,0.7235968088168647,10
55,39016,10060,3.537662320550778,3.5,0.9610842143258127,0.9273378127808212,10
56,42490,3123,-0.4702053712433089,-0.5,0.9681036388255819,0.9357498805531596,10
57,1402,4901,0.360119740602291,-0.5,0.48732498296875,0.4875543062668316,10
58,41581,2996,1.6794937956530198,1.5,0.8988708829003647,0.8341253063853507,10
59,48081,2980,0.9708008440082534,1.5,0.7383605523342224,0.6109400593251619,10
60,12449,2893,3.506035791872056,3.5,0.9825954841284263,0.9565399726186189,10
61,46066,2914,1.291070274065242,1.5,0.68813565813586,0.5658658987706667,10
62,37829,4339,1.4861982114776424,1.5,0.7003945074728655,0.5750960565733916,10
63,1192,10352,3.111148929629507,3.5,0.7521084930718525,0.6762938887321839,10
64,44768,3590,1.6876204410603126,1.5,0.8189306157106087,0.7819613130095122,10
65,33748,4146,-0.16124676155335882,-0.5,0.6245543932543219,0.5122705281292221,10
66,13741,3624,1.505932694871961,1.5,0.9694317437169551,0.9286891676064835,10
67,25323,2637,1.6626531530068605,1.5,0.8363785687442927,0.8021903462292985,10
68,6831,2577,3.4915527755740916,3.5,0.9905239870220423,0.9724462153897936,10
69,43075,2251,3.1899912221001623,3.5,0.7511010652062521,0.6948700034979947,10
70,48594,5266,-1.9437551625237393,-2.5,0.6789802535024292,0.5505342950603467,10
71,16311,9140,1.8171167116133609,1.5,0.6846359703186559,0.7241024270705333,10
72,48957,4800,2.3197863735274016,2.5,0.6157388174253302,0.6131307017802368,10
73,38719,4632,3.7091432417754637,3.5,0.7862955319345624,0.7691542148303987,10
74,17090,3691,-1.6699397219348364,-2.5,0.47353746171134076,0.48791363896396245,10
75,5391,10716,-3.4257922215416814,-3.5,0.8871642988306541,0.8176707266233136,10
76,35794,7453,3.358040927423172,3.5,0.8802360241682063,0.7951494901775585,10
77,42107,4603,3.476137358735073,3.5,0.961769644500955,0.916314916012191,10
78,20695,6765,-0.4467701110768146,-0.5,0.9143092115922409,0.8407725356155733,10
79,14184,1168,-0.46241212002920773,-0.5,0.9413889448177301,0.889728518204381,10
80,48140,10871,3.4753111233618053,3.5,0.9692468188384238,0.9291181292133285,10
