comment_id,respect,confidence,index
39073,3.0,0.7605113879832047,0
13076,1.0,0.7618119061314887,1
21293,0.0,0.5783057319195388,2
43507,0.0,0.49031632286171845,3
29154,3.0,0.7199582526685909,4
43935,0.0,0.9985701055106091,5
20384,0.0,0.9927419591729044,6
15802,0.0,0.9124771885841638,7
1253,2.0,0.6019440544967772,8
20070,0.0,0.9996668018793521,9
20065,3.0,0.9687849356565718,10
12121,3.0,0.9122944840010546,11
38267,1.0,0.5382989871303981,12
809,0.0,0.9992479976563101,13
20021,0.0,0.9991216036553213,14
8369,0.0,0.997849331280176,15
20043,0.0,0.9995008815679483,16
11064,0.0,0.9929072875756499,17
20004,0.0,0.9995160062588501,18
20048,2.0,0.4569642146508669,19
19671,0.0,0.9999420676405305,20
20012,0.0,0.6353103539806148,21
42092,0.0,0.9700435756548184,22
8937,2.0,0.7283012344192135,23
19815,0.0,0.9983511974491375,24
41212,0.0,0.9806632321670051,25
20007,0.0,0.9966574946927732,26
6214,1.0,0.5321034728498284,27
37970,2.0,0.8245675948513861,28
20016,0.0,0.9988496438571571,29
28621,1.0,0.6146723762175768,30
25932,0.0,0.99877150964795,31
38787,3.0,0.5615618938935468,32
20029,0.0,0.9999197785820156,33
2009,0.0,0.9957301133744144,34
38423,0.0,0.835306662019232,35
20062,3.0,0.9217495958992414,36
29710,0.0,0.9824493037991818,37
34899,2.0,0.5918888505105581,38
20064,3.0,0.8709054253312751,39
20028,0.0,0.9993176351116024,40
13756,0.0,0.9616835654505888,41
20067,3.0,0.8896088894816176,42
19343,0.0,0.9752654209509443,43
23410,3.0,0.8911403500866107,44
20018,0.0,0.9977965138688146,45
11248,3.0,0.9081201280309751,46
15312,0.0,0.9979630560451195,47
20014,0.0,0.9991207707959806,48
20053,2.0,0.6766380405488137,49
42897,1.0,0.6111648901768483,50
20033,0.0,0.8138856607104984,51
26548,0.0,0.877953988440654,52
20034,0.0,0.9947793281336791,53
4458,2.0,0.8100546790685371,54
42704,0.0,0.9992907312881996,55
43793,0.0,0.9939010091406169,56
2173,0.0,0.9893216888777094,57
49597,0.0,0.9997876141731047,58
11466,0.0,0.9948135401268215,59
20005,0.0,0.7707147467796863,60
42470,0.0,0.9999127464121904,61
42646,0.0,0.9941476581943545,62
20009,0.0,0.8593013512901625,63
48425,0.0,0.9963766963127205,64
8041,0.0,0.9994387202397225,65
16493,3.0,0.8122626234172869,66
20057,0.0,0.9884607810664386,67
20055,3.0,0.9019222099232005,68
13674,0.0,0.9951443366531959,69
22918,0.0,0.867023008492869,70
20020,0.0,0.9982078065811703,71
24631,0.0,0.999557929066799,72
6616,3.0,0.9378370247757057,73
17732,1.0,0.5194043062059206,74
10476,2.0,0.5062097986388794,75
2747,1.0,0.6322587362136456,76
15026,0.0,0.9999423060344126,77
31779,3.0,0.6450291022755743,78
30261,0.0,0.8092262042447445,79
8503,2.0,0.6538196968854016,80
30061,0.0,0.6606939065309577,81
2952,2.0,0.5571572127588021,82
25918,0.0,0.9997036144036664,83
18090,0.0,0.9997584211460943,84
23301,0.0,0.7810324546786933,85
39711,3.0,0.6671010756274502,86
20052,3.0,0.6579486471129277,87
18496,3.0,0.5314513511209848,88
