comment_id,sentiment,confidence,index
39073,3.0,0.562216646982144,0
13076,1.0,0.5072373372124468,1
21293,,0.0,2
43507,1.0,0.683197142416359,3
29154,2.0,0.4922668489956241,4
43935,0.0,0.9975522023491621,5
20384,,0.0,6
15802,3.0,0.2719424886565264,7
1253,2.0,0.6205777772980625,8
20070,0.0,0.9493475777658037,9
20065,3.0,0.8081374238281023,10
12121,2.0,0.6572070639743914,11
38267,3.0,0.6382559975828065,12
809,1.0,0.6150353027839266,13
20021,0.0,0.8744221552332537,14
8369,0.0,0.9280043393134307,15
20043,0.0,0.9885271761463459,16
11064,0.0,0.9919336152640463,17
20004,,0.0,18
20048,4.0,0.3732662002020289,19
19671,0.0,0.9882323122656285,20
20012,,0.0,21
42092,,0.0,22
8937,3.0,0.9356730166125012,23
19815,0.0,0.6726864607086086,24
41212,1.0,0.4068062566250341,25
20007,0.0,0.9971854255969983,26
6214,1.0,0.3662739714904139,27
37970,2.0,0.6263133846399088,28
20016,,0.0,29
28621,1.0,0.5813090591245751,30
25932,0.0,0.651374252724611,31
38787,2.0,0.46199013983335535,32
20029,0.0,0.98905690564676,33
2009,,0.0,34
38423,,0.0,35
20062,3.0,0.7242873050771884,36
29710,,0.0,37
34899,3.0,0.4297785156411951,38
20064,3.0,0.5674703232009273,39
20028,0.0,0.567113762589477,40
13756,0.0,0.49471732993388706,41
20067,2.0,0.8639992944040443,42
19343,,0.0,43
23410,1.0,0.3955256942382636,44
20018,0.0,0.7839291601706161,45
11248,3.0,0.8069549282720975,46
15312,0.0,0.955608871410321,47
20014,0.0,0.9819783516748876,48
20053,2.0,0.49086597548980754,49
42897,3.0,0.5330826794953086,50
20033,,0.0,51
26548,,0.0,52
20034,0.0,0.8006843301826163,53
4458,2.0,0.5637922461472604,54
42704,0.0,0.6718006390008838,55
43793,0.0,0.9919779545240286,56
2173,,0.0,57
49597,0.0,0.9552387861222988,58
11466,,0.0,59
20005,,0.0,60
42470,0.0,0.9990061870540848,61
42646,0.0,0.9828320309493421,62
20009,,0.0,63
48425,0.0,0.9393012156927686,64
8041,0.0,0.8573095919092405,65
16493,2.0,0.868729718093929,66
20057,,0.0,67
20055,3.0,0.6428587146664975,68
13674,0.0,0.8517852778521362,69
22918,0.0,0.823107999038211,70
20020,0.0,0.9967880037087098,71
24631,0.0,0.9937050954012071,72
6616,3.0,0.9009702621053967,73
17732,1.0,0.824251105246906,74
10476,2.0,0.7067142073411384,75
2747,1.0,0.3745476109144703,76
15026,0.0,0.9998611404529207,77
31779,2.0,0.9354889573511078,78
30261,3.0,0.39858958882718615,79
8503,,0.0,80
30061,,0.0,81
2952,3.0,0.8359955161120288,82
25918,0.0,0.9170113466506294,83
18090,0.0,0.6588789775824544,84
23301,,0.0,85
39711,3.0,0.6259633905976197,86
20052,1.0,0.47942248936987125,87
18496,1.0,0.5755517348479859,88
10031,2.0,0.7843125691572506,89
38528,1.0,0.9981266848301193,90
28547,,0.0,91
8603,,0.0,92
17157,1.0,0.6907978570782602,93
45259,0.0,0.4464959191245913,94
41924,3.0,0.45515066655608627,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.40287943235784657,98
36873,4.0,0.4603681872700367,99
20015,0.0,0.9929003536096516,100
5212,1.0,0.8514974331787125,101
25804,,0.0,102
25862,4.0,0.8104770724613953,103
23517,0.0,0.9588769002739751,104
4145,0.0,0.7976382999743687,105
21006,,0.0,106
39561,0.0,0.9607026836458769,107
1550,1.0,0.28467373258880474,108
29939,0.0,0.9055034045991649,109
20013,0.0,0.978362925825591,110
22394,3.0,0.8008180892794803,111
34734,,0.0,112
40455,2.0,0.5181681661475682,113
20068,,0.0,114
21406,0.0,0.852927881589037,115
30665,2.0,0.6781462344858817,116
20026,0.0,0.8421856582323363,117
20059,3.0,0.5301293442991211,118
8994,3.0,0.9749639091164485,119
20024,1.0,0.8010730570902223,120
4587,0.0,0.9769374243311773,121
26493,1.0,0.5921658933055027,122
20038,0.0,0.893380404444771,123
43442,0.0,0.9150930925236437,124
16178,0.0,0.9909764825076504,125
47205,0.0,0.9992176459318082,126
26842,2.0,0.6950358906102869,127
21275,,0.0,128
27786,0.0,0.9529587354907215,129
32962,0.0,0.7426144083848962,130
49016,0.0,0.9825616145215832,131
20045,,0.0,132
7479,,0.0,133
20069,3.0,0.7511726508122412,134
20088,,0.0,135
2088,0.0,0.8360500185933385,136
18346,2.0,0.3727713014562081,137
26170,,0.0,138
36180,3.0,0.7717042006702983,139
20008,,0.0,140
22489,0.0,0.794903668883767,141
19431,0.0,0.8202660382194253,142
1645,,0.0,143
28525,1.0,0.589120309254057,144
20017,0.0,0.9461715015764232,145
28203,,0.0,146
12852,2.0,0.5560552617478679,147
31411,,0.0,148
17197,2.0,0.9773569742578148,149
6827,0.0,0.9997322084739556,150
13252,0.0,0.932961336631327,151
28929,1.0,0.531412421551978,152
24983,0.0,0.6989622189099677,153
20925,3.0,0.7004512394915042,154
9989,0.0,0.9997229151848368,155
23012,3.0,0.6177447969213659,156
20685,,0.0,157
20061,3.0,0.8210663326919804,158
6032,,0.0,159
616,,0.0,160
46051,2.0,0.8753590770369187,161
23093,0.0,0.7203183601021201,162
20851,0.0,0.996919613319299,163
20025,0.0,0.9644028003439035,164
20054,3.0,0.5234636296714377,165
39129,3.0,0.453435819651583,166
18417,2.0,0.44409554721546696,167
47401,3.0,0.9562748013398212,168
47047,2.0,0.8923900116427214,169
28486,2.0,0.3885507164249092,170
30007,,0.0,171
20998,1.0,0.6116905574237186,172
20050,3.0,0.4844021030451891,173
