comment_id,attack_defend,confidence,index
39073,3.0,0.611514719829025,0
13076,3.0,0.6836510145488142,1
21293,,0.0,2
43507,3.0,0.7141014273796672,3
29154,3.0,0.30449183874604974,4
43935,3.0,0.5714274798540862,5
20384,,0.0,6
15802,,0.0,7
1253,3.0,0.46928802655200447,8
20070,,0.0,9
20065,1.0,0.4760894170505692,10
12121,1.0,0.5280461361678199,11
38267,3.0,0.7550564043151018,12
809,,0.0,13
20021,,0.0,14
8369,,0.0,15
20043,,0.0,16
11064,,0.0,17
20004,,0.0,18
20048,,0.0,19
19671,,0.0,20
20012,,0.0,21
42092,,0.0,22
8937,3.0,0.7812046272461076,23
19815,,0.0,24
41212,3.0,0.8157463761677113,25
20007,3.0,0.7745585070761565,26
6214,3.0,0.8482068417440976,27
37970,2.0,0.4333801304943693,28
20016,,0.0,29
28621,3.0,0.8217499820020339,30
25932,,0.0,31
38787,3.0,0.7914706911423802,32
20029,,0.0,33
2009,,0.0,34
38423,,0.0,35
20062,1.0,0.543959934093518,36
29710,,0.0,37
34899,3.0,0.7982998966016845,38
20064,1.0,0.6566051395075735,39
20028,,0.0,40
13756,,0.0,41
20067,1.0,0.673728138780492,42
19343,,0.0,43
23410,3.0,0.8721355612188196,44
20018,,0.0,45
11248,2.0,0.5632384450714085,46
15312,3.0,0.5862811581203718,47
20014,4.0,0.3700886257260774,48
20053,3.0,0.61474310864991,49
42897,3.0,0.9363782208168767,50
20033,,0.0,51
26548,,0.0,52
20034,,0.0,53
4458,3.0,0.5330177369789646,54
42704,,0.0,55
43793,,0.0,56
2173,,0.0,57
49597,,0.0,58
11466,,0.0,59
20005,,0.0,60
42470,,0.0,61
42646,3.0,0.7757819126842059,62
20009,,0.0,63
48425,3.0,0.6812690071439939,64
8041,,0.0,65
16493,1.0,0.6295707216378582,66
20057,,0.0,67
20055,2.0,0.5293349616828668,68
13674,3.0,0.7064511743001047,69
22918,3.0,0.8422325822854664,70
20020,3.0,0.6798164285115694,71
24631,,0.0,72
6616,2.0,0.5444735549047883,73
17732,3.0,0.6336071291964086,74
10476,1.0,0.5505034915234063,75
2747,3.0,0.7953758673737897,76
15026,4.0,0.8399470141329858,77
31779,2.0,0.4810668974735617,78
30261,3.0,0.7172631684052746,79
8503,3.0,0.41113328842187036,80
30061,,0.0,81
2952,2.0,0.5166060034944808,82
25918,,0.0,83
18090,,0.0,84
23301,,0.0,85
39711,1.0,0.6541247331605429,86
20052,3.0,0.7058000883464015,87
18496,3.0,0.5139520968927735,88
10031,2.0,0.43913123084213807,89
38528,3.0,0.7457676713274003,90
28547,,0.0,91
8603,,0.0,92
17157,3.0,0.8044273632427912,93
45259,3.0,0.578536414730699,94
41924,,0.0,95
15118,,0.0,96
20010,,0.0,97
4762,3.0,0.5748332078738349,98
36873,3.0,0.6888065771853938,99
20015,,0.0,100
5212,3.0,0.5896444477349349,101
25804,,0.0,102
25862,3.0,0.813144065951381,103
23517,,0.0,104
4145,,0.0,105
21006,,0.0,106
39561,,0.0,107
1550,3.0,0.8942695628464086,108
29939,,0.0,109
20013,3.0,0.4082430786919411,110
22394,2.0,0.5255311398667433,111
34734,,0.0,112
40455,2.0,0.4254217623747009,113
20068,,0.0,114
21406,,0.0,115
30665,3.0,0.5037817491567028,116
20026,,0.0,117
20059,1.0,0.47256010335204873,118
8994,1.0,0.5215119501298106,119
20024,3.0,0.9111648291259559,120
4587,,0.0,121
26493,2.0,0.37490846373434067,122
20038,,0.0,123
43442,,0.0,124
16178,,0.0,125
47205,,0.0,126
26842,2.0,0.3606473081258807,127
21275,,0.0,128
27786,,0.0,129
32962,,0.0,130
49016,,0.0,131
20045,,0.0,132
7479,,0.0,133
20069,3.0,0.7180641933603694,134
20088,,0.0,135
2088,,0.0,136
18346,,0.0,137
26170,,0.0,138
36180,1.0,0.34905758591571023,139
20008,,0.0,140
22489,,0.0,141
19431,,0.0,142
1645,,0.0,143
28525,3.0,0.44951856240721444,144
20017,,0.0,145
28203,,0.0,146
12852,,0.0,147
31411,,0.0,148
17197,1.0,0.5125909681827729,149
6827,,0.0,150
13252,,0.0,151
28929,3.0,0.6709534551838857,152
24983,,0.0,153
20925,3.0,0.912228214453182,154
9989,,0.0,155
23012,2.0,0.6474667790217065,156
20685,,0.0,157
20061,2.0,0.4663294498298026,158
6032,,0.0,159
616,,0.0,160
46051,2.0,0.6860768449928714,161
23093,,0.0,162
20851,3.0,0.8863147122426303,163
20025,,0.0,164
20054,3.0,0.9198332587508408,165
39129,2.0,0.4152736831322841,166
18417,3.0,0.8086389678542742,167
47401,3.0,0.8222211833100881,168
47047,2.0,0.44866701852949686,169
28486,3.0,0.8934998313593094,170
30007,,0.0,171
20998,3.0,0.926449664136414,172
20050,3.0,0.8468886183930388,173
32127,2.0,0.657456190116687,174
17959,,0.0,175
12278,,0.0,176
48434,3.0,0.8087181620949153,177
23725,,0.0,178
38133,,0.0,179
19687,3.0,0.7435993875839435,180
19040,2.0,0.6124666543899226,181
38354,,0.0,182
27791,,0.0,183
1787,,0.0,184
26953,3.0,0.75623440212451,185
2317,,0.0,186
20041,3.0,0.932179213670124,187
6830,3.0,0.7298004032838264,188
48629,3.0,0.9328625597269586,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.9552467252620075,194
39511,,0.0,195
8717,3.0,0.917705665208728,196
13734,,0.0,197
48979,3.0,0.8258170117499942,198
28698,3.0,0.7831085589157776,199
