comment_id,respect,confidence,index
39073,3.0,0.7728619426876954,0
13076,1.0,0.8206168498033796,1
21293,0.0,0.686563853291131,2
43507,1.0,0.5038137897658143,3
29154,3.0,0.7516273053058439,4
43935,0.0,0.9988020720588241,5
20384,0.0,0.9984798922167165,6
15802,0.0,0.9447993553658934,7
1253,3.0,0.5833776560984277,8
20070,0.0,0.9997356636633803,9
20065,3.0,0.9586383461685063,10
12121,3.0,0.9052266774059216,11
38267,1.0,0.586516350727156,12
809,0.0,0.9944774228937188,13
20021,0.0,0.9986867293407158,14
8369,0.0,0.9992387135213756,15
20043,0.0,0.9998581610754514,16
11064,0.0,0.978119715189391,17
20004,0.0,0.9995938997025234,18
20048,2.0,0.3557247767411514,19
19671,0.0,0.9999429020139097,20
20012,0.0,0.6943009023050053,21
42092,0.0,0.9693801838462035,22
8937,2.0,0.7057374925045488,23
19815,0.0,0.9997478167864347,24
41212,0.0,0.9719197185128722,25
20007,0.0,0.9945947433849887,26
6214,1.0,0.7552068705817123,27
37970,2.0,0.7834737391360191,28
20016,0.0,0.9840468797132783,29
28621,1.0,0.6159638596550897,30
25932,0.0,0.9986891073754334,31
38787,3.0,0.6615982071475821,32
20029,0.0,0.9998690061568565,33
2009,0.0,0.9988685548807028,34
38423,0.0,0.9427526137078565,35
20062,3.0,0.9009817812606992,36
29710,0.0,0.9660323963155445,37
34899,2.0,0.580156297305681,38
20064,3.0,0.886639402671434,39
20028,0.0,0.9997417401773441,40
13756,0.0,0.942074478065986,41
20067,3.0,0.9178513689461718,42
19343,0.0,0.9811001035096045,43
23410,3.0,0.8463892557241202,44
20018,0.0,0.9984947486355363,45
11248,3.0,0.8977264323560344,46
15312,0.0,0.998906498127436,47
20014,0.0,0.9996430956207104,48
20053,2.0,0.6494646964175498,49
42897,1.0,0.5828601651815376,50
20033,0.0,0.9608577375274792,51
26548,0.0,0.7535013569328817,52
20034,0.0,0.9992078861427669,53
4458,2.0,0.7514813147262006,54
42704,0.0,0.9988282359826388,55
43793,0.0,0.9989226754339591,56
2173,0.0,0.9953640848939269,57
49597,0.0,0.9997917847333165,58
11466,0.0,0.9896597023913614,59
20005,0.0,0.8106544070999907,60
42470,0.0,0.9999010660806753,61
42646,0.0,0.9951070336368403,62
20009,0.0,0.7695088951411797,63
48425,0.0,0.9987492725842951,64
8041,0.0,0.9993956168175103,65
16493,3.0,0.8651445912444965,66
20057,0.0,0.9250998051278944,67
20055,3.0,0.9163898552185364,68
13674,0.0,0.9905176729315512,69
22918,0.0,0.8515570829686206,70
20020,0.0,0.998041301405868,71
24631,0.0,0.99918610586699,72
6616,3.0,0.9294044008459028,73
17732,1.0,0.5388946879843955,74
10476,3.0,0.651420786066416,75
2747,2.0,0.5768675167620867,76
15026,0.0,0.9999532721416701,77
31779,3.0,0.7799895925758141,78
30261,0.0,0.7463989233643316,79
8503,2.0,0.7193955418435509,80
30061,0.0,0.8520559903375867,81
2952,2.0,0.5568367037728819,82
25918,0.0,0.9996197478233573,83
18090,0.0,0.9995983069192275,84
23301,0.0,0.912284859324834,85
39711,3.0,0.7130380407492891,86
20052,3.0,0.6354266176828918,87
18496,3.0,0.6545947958659868,88
10031,2.0,0.7633776206094721,89
38528,1.0,0.8841243416366121,90
28547,0.0,0.6466110458168898,91
8603,0.0,0.7144321392375594,92
17157,0.0,0.5929135778162952,93
45259,0.0,0.9945421519649221,94
41924,3.0,0.4268921702177223,95
15118,0.0,0.9968219986154154,96
20010,0.0,0.9931574420772334,97
4762,1.0,0.5994796564940452,98
36873,3.0,0.876795902060789,99
20015,0.0,0.9785074081979744,100
5212,1.0,0.7746869089365148,101
25804,0.0,0.9941945524103764,102
25862,4.0,0.6781701033088553,103
23517,0.0,0.9967145733292515,104
4145,0.0,0.9993622796553362,105
21006,0.0,0.990791785836169,106
39561,0.0,0.9998984440011163,107
1550,0.0,0.8613646460550947,108
29939,0.0,0.9982846646890499,109
20013,0.0,0.9997295872736379,110
22394,3.0,0.9448948131466391,111
34734,0.0,0.9921713086850874,112
40455,2.0,0.7469892567005844,113
20068,0.0,0.9017974243312618,114
21406,0.0,0.9998327773344197,115
30665,2.0,0.7599045254010403,116
20026,0.0,0.9992465693267182,117
20059,3.0,0.4357305319460974,118
8994,3.0,0.9145532477615406,119
20024,1.0,0.7840165656876333,120
4587,0.0,0.9996060493857979,121
26493,2.0,0.5056839849871004,122
20038,0.0,0.9975524394873868,123
43442,0.0,0.9987496294161233,124
16178,0.0,0.9997840394023499,125
47205,0.0,0.9998286064431664,126
26842,2.0,0.7887985899442359,127
21275,,0.0,128
27786,0.0,0.9893531949657933,129
32962,0.0,0.9995983069192275,130
49016,0.0,0.9983888637151185,131
20045,,0.0,132
7479,0.0,0.9247954741505021,133
20069,3.0,0.604870339976316,134
20088,,0.0,135
2088,0.0,0.9983959932676547,136
18346,0.0,0.44947649874644435,137
26170,0.0,0.7588842199060125,138
36180,2.0,0.6817388679202501,139
20008,0.0,0.9969643992199052,140
22489,0.0,0.9982236048885407,141
19431,0.0,0.999076385881685,142
1645,0.0,0.6495056734227938,143
28525,1.0,0.715582221564102,144
20017,0.0,0.9702359914139566,145
28203,0.0,0.4953529270578685,146
12852,2.0,0.7604708640329564,147
31411,0.0,0.8122946140107945,148
17197,3.0,0.9020375163786254,149
6827,0.0,0.9999067870239174,150
13252,0.0,0.9903022816807312,151
28929,1.0,0.5121592861924836,152
24983,0.0,0.9968767271065782,153
20925,2.0,0.6296989024810423,154
9989,0.0,0.9999386109920126,155
23012,3.0,0.8316957491597485,156
20685,0.0,0.9904549870074062,157
20061,3.0,0.6450034588160714,158
6032,0.0,0.6564692121956658,159
616,0.0,0.9990699604198382,160
46051,3.0,0.8182175095374584,161
23093,0.0,0.9978856541658178,162
20851,0.0,0.9536751877967574,163
20025,0.0,0.9998321814751188,164
20054,1.0,0.8423813660116459,165
39129,2.0,0.7181670062268043,166
18417,1.0,0.8312803450310906,167
47401,3.0,0.918004544183913,168
47047,2.0,0.8292179999489274,169
28486,1.0,0.7503713216357554,170
30007,0.0,0.9500421431889648,171
20998,1.0,0.5654087915858256,172
20050,1.0,0.5141490188907479,173
32127,3.0,0.8122712654738463,174
17959,0.0,0.9996035479401092,175
12278,0.0,0.9982283562014876,176
48434,1.0,0.9030416842270755,177
23725,0.0,0.9991805122008168,178
38133,0.0,0.8652971903771102,179
19687,2.0,0.7099723402693989,180
19040,3.0,0.8370765741734255,181
38354,0.0,0.999800840960768,182
27791,0.0,0.9767048104085174,183
1787,0.0,0.9985989913289273,184
26953,0.0,0.9450115825293156,185
2317,0.0,0.999667159242653,186
20041,1.0,0.8293759657177937,187
6830,0.0,0.9872215392023174,188
48629,1.0,0.8600502977169813,189
38703,0.0,0.9976287224172019,190
19705,0.0,0.9818782367501996,191
10043,0.0,0.7823970128573906,192
14213,0.0,0.9973796308391492,193
46750,3.0,0.6786319615988956,194
39511,0.0,0.9997886865966393,195
8717,1.0,0.865697962124661,196
13734,0.0,0.9993302542609617,197
48979,0.0,0.9989545556571563,198
28698,0.0,0.6257841588031433,199
