comment_id,insult,confidence,index
39073,2.0,0.7039677802691274,0
13076,3.0,0.5733215401707318,1
21293,,0.0,2
43507,3.0,0.5069225207154524,3
29154,2.0,0.6650155480494009,4
43935,4.0,0.9249611860453025,5
20384,,0.0,6
15802,4.0,0.8958543397226855,7
1253,2.0,0.6435907245688679,8
20070,4.0,0.9878173322454034,9
20065,0.0,0.4242625719690314,10
12121,0.0,0.4159730022906836,11
38267,3.0,0.6567357517181921,12
809,4.0,0.9628630152922958,13
20021,4.0,0.9802581333235189,14
8369,4.0,0.9856438700061069,15
20043,4.0,0.9653462610948397,16
11064,4.0,0.8956406500757921,17
20004,4.0,0.9074488823583238,18
20048,3.0,0.4241203254206175,19
19671,4.0,0.9982813382545997,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.7093646228476594,23
19815,4.0,0.8588971543228625,24
41212,4.0,0.851897995506285,25
20007,4.0,0.99465653893923,26
6214,3.0,0.5970341019897736,27
37970,2.0,0.6581457606386969,28
20016,,0.0,29
28621,2.0,0.6408657820262335,30
25932,4.0,0.99141931293726,31
38787,2.0,0.6689938378467256,32
20029,4.0,0.9993885919333723,33
2009,4.0,0.9779826476167728,34
38423,,0.0,35
20062,0.0,0.36317587905257975,36
29710,,0.0,37
34899,3.0,0.6555893889243452,38
20064,0.0,0.8861275541205179,39
20028,4.0,0.9546292636777772,40
13756,4.0,0.8641905676484846,41
20067,0.0,0.8254759454587456,42
19343,,0.0,43
23410,2.0,0.6491800579324483,44
20018,4.0,0.6517800996345476,45
11248,2.0,0.5170325887638406,46
15312,4.0,0.9727455052184256,47
20014,4.0,0.9908014977933843,48
20053,2.0,0.6245067207791704,49
42897,3.0,0.5919275179134016,50
20033,,0.0,51
26548,4.0,0.5851823276904905,52
20034,4.0,0.994170515463045,53
4458,2.0,0.6874091137143555,54
42704,4.0,0.971327985824375,55
43793,4.0,0.9619204370283156,56
2173,4.0,0.8219509597448592,57
49597,4.0,0.9906314881650746,58
11466,4.0,0.9467358575655149,59
20005,,0.0,60
42470,4.0,0.9978136049244022,61
42646,4.0,0.8915253523563057,62
20009,,0.0,63
48425,4.0,0.8769955491556003,64
8041,4.0,0.9486546722197089,65
16493,1.0,0.41858385414740346,66
20057,,0.0,67
20055,2.0,0.6229847970155147,68
13674,4.0,0.8152095198972361,69
22918,4.0,0.881121225901291,70
20020,4.0,0.960759024284793,71
24631,4.0,0.9591437585950503,72
6616,2.0,0.47215371892957575,73
17732,2.0,0.6033203522966684,74
10476,2.0,0.4300214314885538,75
2747,2.0,0.6211891602901749,76
15026,4.0,0.9981442622574672,77
31779,2.0,0.49418922637671725,78
30261,4.0,0.5379058313744499,79
8503,2.0,0.6591998510425962,80
30061,,0.0,81
2952,2.0,0.735640880353322,82
25918,4.0,0.9971152556280785,83
18090,4.0,0.9876736947861949,84
23301,,0.0,85
39711,0.0,0.9241741743137771,86
20052,3.0,0.5890844937499027,87
18496,2.0,0.6670808766733533,88
10031,2.0,0.4281128686805428,89
38528,2.0,0.6557675418590215,90
28547,,0.0,91
8603,,0.0,92
17157,4.0,0.6089242431586415,93
45259,4.0,0.9586528096624438,94
41924,2.0,0.39934251824276384,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.7129520251704851,98
36873,2.0,0.7312077927253292,99
20015,4.0,0.9578467225301899,100
5212,3.0,0.5084447641256816,101
25804,,0.0,102
25862,4.0,0.8017435955588502,103
23517,4.0,0.9761602829233,104
4145,4.0,0.9962148240435693,105
21006,,0.0,106
39561,4.0,0.9971150185937812,107
1550,4.0,0.7232544879463256,108
29939,4.0,0.9731164187693769,109
20013,4.0,0.995160629473951,110
22394,1.0,0.42807803868884714,111
34734,4.0,0.6409382679256279,112
40455,1.0,0.44761422131510253,113
20068,,0.0,114
21406,4.0,0.9773231541656747,115
30665,2.0,0.6861044485706351,116
20026,4.0,0.9743091608044583,117
20059,2.0,0.4856757865617541,118
8994,1.0,0.5523042965740945,119
20024,2.0,0.73834080679299,120
4587,4.0,0.9808197482830481,121
26493,2.0,0.6437474866891506,122
20038,4.0,0.965884347842893,123
43442,4.0,0.9929827441110436,124
16178,4.0,0.9882760875430718,125
47205,4.0,0.9936681346048762,126
26842,2.0,0.6898618072029282,127
21275,,0.0,128
27786,4.0,0.9906703284346814,129
32962,4.0,0.9765891708861644,130
49016,4.0,0.9407900383706058,131
20045,,0.0,132
7479,4.0,0.7275756917563523,133
20069,0.0,0.5558219143629616,134
20088,,0.0,135
2088,4.0,0.9950735093811267,136
18346,3.0,0.41957679923871644,137
26170,,0.0,138
36180,2.0,0.5201239177830084,139
20008,4.0,0.5047795064711059,140
22489,4.0,0.9730675422186941,141
19431,4.0,0.9931114689667219,142
1645,,0.0,143
28525,2.0,0.7277132428507163,144
20017,4.0,0.9198795607557665,145
28203,,0.0,146
12852,2.0,0.7394277368617364,147
31411,,0.0,148
17197,1.0,0.5070418233223865,149
6827,4.0,0.99840965870529,150
13252,4.0,0.7811423627884253,151
28929,3.0,0.504624520998288,152
24983,4.0,0.8922945196973534,153
20925,2.0,0.7632602601843054,154
9989,4.0,0.9930278821528258,155
23012,2.0,0.5539862942695025,156
20685,,0.0,157
20061,0.0,0.8291086538060359,158
6032,,0.0,159
616,4.0,0.9679511200706478,160
46051,2.0,0.6534330466367919,161
23093,4.0,0.6333110757431981,162
20851,4.0,0.9775780497332879,163
20025,4.0,0.9826172054840742,164
20054,3.0,0.6051595548130152,165
39129,2.0,0.5157124816408959,166
18417,3.0,0.49794427036549754,167
47401,2.0,0.688740274821394,168
47047,1.0,0.46165497390322635,169
28486,3.0,0.6761739724321304,170
30007,,0.0,171
20998,4.0,0.5356460106238796,172
20050,2.0,0.49565494516944475,173
32127,1.0,0.4846031270204935,174
17959,4.0,0.9479427508386281,175
12278,4.0,0.978591080605218,176
48434,3.0,0.5012331876832934,177
23725,4.0,0.9980000994515309,178
38133,2.0,0.2707563125145255,179
19687,2.0,0.6536285930666155,180
19040,1.0,0.4777512098292392,181
38354,4.0,0.9916273372683677,182
27791,,0.0,183
1787,4.0,0.8763622682583202,184
26953,4.0,0.8545695973485645,185
2317,4.0,0.9790251924908642,186
20041,3.0,0.7130425883043574,187
6830,4.0,0.7675814424831432,188
48629,3.0,0.7992327585229816,189
38703,,0.0,190
19705,4.0,0.7905204079350798,191
10043,,0.0,192
14213,4.0,0.7696365975276114,193
46750,3.0,0.7536100747086426,194
39511,4.0,0.9323793771861772,195
8717,3.0,0.8492913769214537,196
13734,4.0,0.6165526344965768,197
48979,4.0,0.972248648047774,198
28698,3.0,0.43327547402179273,199
