comment_id,humiliate,confidence,index
39073,2.0,0.8267424088816812,0
13076,3.0,0.5554745269301167,1
21293,,0.0,2
43507,4.0,0.4941282562733792,3
29154,2.0,0.6835712942172625,4
43935,4.0,0.9710295777374773,5
20384,4.0,0.8288887819856259,6
15802,4.0,0.9749529186750053,7
1253,2.0,0.7466377554299458,8
20070,4.0,0.9906552361085469,9
20065,2.0,0.4821713025128527,10
12121,2.0,0.521347694237328,11
38267,3.0,0.6354508956228649,12
809,4.0,0.9826594507887485,13
20021,4.0,0.9759265633997662,14
8369,4.0,0.9812587089983796,15
20043,4.0,0.9906901006709142,16
11064,4.0,0.9447739191842172,17
20004,4.0,0.9471190691250254,18
20048,3.0,0.416171525001919,19
19671,4.0,0.9974778292000136,20
20012,,0.0,21
42092,,0.0,22
8937,2.0,0.8095413156617577,23
19815,4.0,0.8650825716961001,24
41212,4.0,0.9157285164788737,25
20007,4.0,0.9959362855716507,26
6214,4.0,0.5644598948172204,27
37970,2.0,0.62998513771814,28
20016,,0.0,29
28621,2.0,0.6723382235015838,30
25932,4.0,0.9718289648973414,31
38787,2.0,0.7674426452277039,32
20029,4.0,0.9994762304319942,33
2009,4.0,0.7874282761113004,34
38423,,0.0,35
20062,2.0,0.6005696792247367,36
29710,,0.0,37
34899,2.0,0.5269574098017125,38
20064,0.0,0.5951307999301276,39
20028,4.0,0.9764725374274387,40
13756,4.0,0.8335892697613297,41
20067,0.0,0.4314428767869336,42
19343,,0.0,43
23410,2.0,0.6483768970940934,44
20018,4.0,0.8503284258161541,45
11248,2.0,0.6633162214617279,46
15312,4.0,0.9851428945009945,47
20014,4.0,0.9928401863690134,48
20053,2.0,0.7349934265714955,49
42897,3.0,0.4892623715869425,50
20033,,0.0,51
26548,4.0,0.7232032327729638,52
20034,4.0,0.9837179970399943,53
4458,3.0,0.5497498438769248,54
42704,4.0,0.9915123567700909,55
43793,4.0,0.890072937893323,56
2173,4.0,0.7584151175583604,57
49597,4.0,0.9930799611177981,58
11466,4.0,0.9481266078370753,59
20005,,0.0,60
42470,4.0,0.9970160620453443,61
42646,4.0,0.9842246826670965,62
20009,,0.0,63
48425,4.0,0.910948532654299,64
8041,4.0,0.9686113219784566,65
16493,2.0,0.6097348257492926,66
20057,,0.0,67
20055,2.0,0.7117571898573413,68
13674,4.0,0.9643852861860093,69
22918,4.0,0.7484024264559648,70
20020,4.0,0.9903305752019429,71
24631,4.0,0.984109679736853,72
6616,2.0,0.7112621887344791,73
17732,2.0,0.6582329714702555,74
10476,2.0,0.5589822822785181,75
2747,2.0,0.7171929727011179,76
15026,4.0,0.9982259806583961,77
31779,2.0,0.6279899844420807,78
30261,4.0,0.5521732909061233,79
8503,2.0,0.6257728944124941,80
30061,,0.0,81
2952,2.0,0.7926430517225332,82
25918,4.0,0.996437530736093,83
18090,4.0,0.9063539808187431,84
23301,,0.0,85
39711,0.0,0.555739924730511,86
20052,2.0,0.7470084913288777,87
18496,2.0,0.7469101862097434,88
10031,2.0,0.3896128905433091,89
38528,2.0,0.630134548268353,90
28547,,0.0,91
8603,,0.0,92
17157,4.0,0.7909741850739684,93
45259,4.0,0.9600013508110282,94
41924,2.0,0.4721615989106462,95
15118,,0.0,96
20010,,0.0,97
4762,2.0,0.739666167923889,98
36873,2.0,0.8418272316949708,99
20015,4.0,0.975659139143262,100
5212,3.0,0.5546858713819336,101
25804,,0.0,102
25862,4.0,0.9445464775889951,103
23517,4.0,0.964639353464441,104
4145,4.0,0.9735394740469901,105
21006,,0.0,106
39561,4.0,0.9726046363373676,107
1550,4.0,0.5714168873756261,108
29939,4.0,0.9782910479704282,109
20013,4.0,0.9964635711221012,110
22394,2.0,0.65047782010466,111
34734,4.0,0.5900832976919,112
40455,1.0,0.4387094259425624,113
20068,,0.0,114
21406,4.0,0.9832278496473443,115
30665,2.0,0.8030838796407997,116
20026,4.0,0.9831287500141126,117
20059,2.0,0.5439084495387527,118
8994,1.0,0.5471046703503559,119
20024,2.0,0.6097576132534639,120
4587,4.0,0.9624719384633474,121
26493,2.0,0.6003618077278637,122
20038,4.0,0.972955582736699,123
43442,4.0,0.9940702578323263,124
16178,4.0,0.9885975393053763,125
47205,4.0,0.9931821348479524,126
26842,2.0,0.754022338604618,127
21275,,0.0,128
27786,4.0,0.9957158124118098,129
32962,4.0,0.9117714186237603,130
49016,4.0,0.9861189256730466,131
20045,,0.0,132
7479,4.0,0.8854542901790154,133
20069,2.0,0.46942001580798914,134
20088,,0.0,135
2088,4.0,0.9920686383852659,136
18346,3.0,0.4854963966938714,137
26170,,0.0,138
36180,2.0,0.6416695061733839,139
20008,,0.0,140
22489,4.0,0.9718484461691236,141
19431,4.0,0.9941926672475333,142
1645,,0.0,143
28525,2.0,0.6035670931075431,144
20017,4.0,0.984810968281359,145
28203,,0.0,146
12852,2.0,0.748590384657137,147
31411,,0.0,148
17197,2.0,0.46429801325924797,149
6827,4.0,0.99783485072711,150
13252,4.0,0.6190808893226061,151
28929,3.0,0.5546751925057832,152
24983,4.0,0.8672321123936987,153
20925,2.0,0.8202806080652383,154
9989,4.0,0.9178173205587487,155
23012,2.0,0.5336930616116997,156
20685,4.0,0.4858725606414736,157
20061,2.0,0.43624567052005925,158
6032,,0.0,159
616,4.0,0.9806122194378968,160
46051,2.0,0.6520572499005839,161
23093,4.0,0.977096845623997,162
20851,4.0,0.9637874089475572,163
20025,4.0,0.9866502527121024,164
20054,3.0,0.6623286775036831,165
39129,2.0,0.7386097479507405,166
18417,3.0,0.5154519127028331,167
47401,2.0,0.7484115265964892,168
47047,1.0,0.5268284283778638,169
28486,3.0,0.7495833348721819,170
30007,,0.0,171
20998,4.0,0.6701178643906927,172
20050,2.0,0.5507338182750996,173
32127,1.0,0.44006625338689204,174
17959,4.0,0.9670645473211839,175
12278,4.0,0.9715659190818342,176
48434,2.0,0.5535844197019095,177
23725,4.0,0.99597507039849,178
38133,4.0,0.5147229339653432,179
19687,2.0,0.7842797172159903,180
19040,2.0,0.6082950185357043,181
38354,4.0,0.9822834104783321,182
27791,,0.0,183
1787,4.0,0.9684321835531372,184
26953,4.0,0.8852178007957793,185
2317,4.0,0.9695415232235934,186
20041,3.0,0.5852220568861306,187
6830,4.0,0.5867708032682024,188
48629,3.0,0.6677622130646985,189
38703,,0.0,190
19705,,0.0,191
10043,,0.0,192
14213,,0.0,193
46750,3.0,0.564028200056921,194
39511,4.0,0.8908236153040592,195
8717,3.0,0.6853496150187263,196
13734,4.0,0.898623578550609,197
48979,4.0,0.9773404645618375,198
28698,4.0,0.5050338374754051,199
